#Excitation cross sections for N2 from the X_1Σg+ state to w_1Δu state		
Energy (eV)	Cross section(Å^2) 
4.44		0
4.45		0
4.46		0
4.47		0
4.48		0
4.49		0
4.5		0
4.51		0
4.52		0
4.53		0
4.54		0
4.55		0
4.56		0
4.57		0
4.58		0
4.59		0
4.6		0
4.61		0
4.62		0
4.63		0
4.64		0
4.65		0
4.66		0
4.67		0
4.68		0
4.69		0
4.7		0
4.71		0
4.72		0
4.73		0
4.74		0
4.75		0
4.76		0
4.77		0
4.78		0
4.79		0
4.8		0
4.81		0
4.82		0
4.83		0
4.84		0
4.85		0
4.86		0
4.87		0
4.88		0
4.89		0
4.9		0
4.91		0
4.92		0
4.93		0
4.94		0
4.95		0
4.96		0
4.97		0
4.98		0
4.99		0
5		0
5.01		0
5.02		0
5.03		0
5.04		0
5.05		0
5.06		0
5.07		0
5.08		0
5.09		0
5.1		0
5.11		0
5.12		0
5.13		0
5.14		0
5.15		0
5.16		0
5.17		0
5.18		0
5.19		0
5.2		0
5.21		0
5.22		0
5.23		0
5.24		0
5.25		0
5.26		0
5.27		0
5.28		0
5.29		0
5.3		0
5.31		0
5.32		0
5.33		0
5.34		0
5.35		0
5.36		0
5.37		0
5.38		0
5.39		0
5.4		0
5.41		0
5.42		0
5.43		0
5.44		0
5.45		0
5.46		0
5.47		0
5.48		0
5.49		0
5.5		0
5.51		0
5.52		0
5.53		0
5.54		0
5.55		0
5.56		0
5.57		0
5.58		0
5.59		0
5.6		0
5.61		0
5.62		0
5.63		0
5.64		0
5.65		0
5.66		0
5.67		0
5.68		0
5.69		0
5.7		0
5.71		0
5.72		0
5.73		0
5.74		0
5.75		0
5.76		0
5.77		0
5.78		0
5.79		0
5.8		0
5.81		0
5.82		0
5.83		0
5.84		0
5.85		0
5.86		0
5.87		0
5.88		0
5.89		0
5.9		0
5.91		0
5.92		0
5.93		0
5.94		0
5.95		0
5.96		0
5.97		0
5.98		0
5.99		0
6		0
6.01		0
6.02		0
6.03		0
6.04		0
6.05		0
6.06		0
6.07		0
6.08		0
6.09		0
6.1		0
6.11		0
6.12		0
6.13		0
6.14		0
6.15		0
6.16		0
6.17		0
6.18		0
6.19		0
6.2		0
6.21		0
6.22		0
6.23		0
6.24		0
6.25		0
6.26		0
6.27		0
6.28		0
6.29		0
6.3		0
6.31		0
6.32		0
6.33		0
6.34		0
6.35		0
6.36		0
6.37		0
6.38		0
6.39		0
6.4		0
6.41		0
6.42		0
6.43		0
6.44		0
6.45		0
6.46		0
6.47		0
6.48		0
6.49		0
6.5		0
6.51		0
6.52		0
6.53		0
6.54		0
6.55		0
6.56		0
6.57		0
6.58		0
6.59		0
6.6		0
6.61		0
6.62		0
6.63		0
6.64		0
6.65		0
6.66		0
6.67		0
6.68		0
6.69		0
6.7		0
6.71		0
6.72		0
6.73		0
6.74		0
6.75		0
6.76		0
6.77		0
6.78		0
6.79		0
6.8		0
6.81		0
6.82		0
6.83		0
6.84		0
6.85		0
6.86		0
6.87		0
6.88		0
6.89		0
6.9		0
6.91		0
6.92		0
6.93		0
6.94		0
6.95		0
6.96		0
6.97		0
6.98		0
6.99		0
7		0
7.01		0
7.02		0
7.03		0
7.04		0
7.05		0
7.06		0
7.07		0
7.08		0
7.09		0
7.1		0
7.11		0
7.12		0
7.13		0
7.14		0
7.15		0
7.16		0
7.17		0
7.18		0
7.19		0
7.2		0
7.21		0
7.22		0
7.23		0
7.24		0
7.25		0
7.26		0
7.27		0
7.28		0
7.29		0
7.3		0
7.31		0
7.32		0
7.33		0
7.34		0
7.35		0
7.36		0
7.37		0
7.38		0
7.39		0
7.4		0
7.41		0
7.42		0
7.43		0
7.44		0
7.45		0
7.46		0
7.47		0
7.48		0
7.49		0
7.5		0
7.51		0
7.52		0
7.53		0
7.54		0
7.55		0
7.56		0
7.57		0
7.58		0
7.59		0
7.6		0
7.61		0
7.62		0
7.63		0
7.64		0
7.65		0
7.66		0
7.67		0
7.68		0
7.69		0
7.7		0
7.71		0
7.72		0
7.73		0
7.74		0
7.75		0
7.76		0
7.77		0
7.78		0
7.79		0
7.8		0
7.81		0
7.82		0
7.83		0
7.84		0
7.85		0
7.86		0
7.87		0
7.88		0
7.89		0
7.9		0
7.91		0
7.92		0
7.93		0
7.94		0
7.95		0
7.96		0
7.97		0
7.98		0
7.99		0
8		0
8.01		0
8.02		0
8.03		0
8.04		0
8.05		0
8.06		0
8.07		0
8.08		0
8.09		0
8.1		0
8.11		0
8.12		0
8.13		0
8.14		0
8.15		0
8.16		0
8.17		0
8.18		0
8.19		0
8.2		0
8.21		0
8.22		0
8.23		0
8.24		0
8.25		0
8.26		0
8.27		0
8.28		0
8.29		0
8.3		0
8.31		0
8.32		0
8.33		0
8.34		0
8.35		0
8.36		0
8.37		0
8.38		0
8.39		0
8.4		0
8.41		0
8.42		0
8.43		0
8.44		0
8.45		0
8.46		0
8.47		0
8.48		0
8.49		0
8.5		0
8.51		0
8.52		0
8.53		0
8.54		0
8.55		0
8.56		0
8.57		0
8.58		0
8.59		0
8.6		0
8.61		0
8.62		0
8.63		0
8.64		0
8.65		0
8.66		0
8.67		0
8.68		0
8.69		0
8.7		0
8.71		0
8.72		0
8.73		0
8.74		0
8.75		0
8.76		0
8.77		0
8.78		0
8.79		0
8.8		0
8.81		0
8.82		0
8.83		0
8.84		0
8.85		0
8.86		0
8.87		0
8.88		0
8.89		0
8.9		0
8.91		0
8.92		0
8.93		0
8.94		0
8.95		0
8.96		0
8.97		0
8.98		0
8.99		0
9		0
9.01		0
9.02		0
9.03		0
9.04		0
9.05		0
9.06		0
9.07		0
9.08		0
9.09		0
9.1		0
9.11		0
9.12		0
9.13		0
9.14		0
9.15		0
9.16		0
9.17		0
9.18		0
9.19		0
9.2		0
9.21		0
9.22		0
9.23		0
9.24		0
9.25		0
9.26		0
9.27		0
9.28		0
9.29		0
9.3		0
9.31		0
9.32		0
9.33		0
9.34		0
9.35		0
9.36		0
9.37		0
9.38		0
9.39		0
9.4		0
9.41		0
9.42		0
9.43		0
9.44		0
9.45		0
9.46		0
9.47		0
9.48		0
9.49		0
9.5		0
9.51		0
9.52		0
9.53		0
9.54		0
9.55		0
9.56		0
9.57		0
9.58		0
9.59		0
9.6		0
9.61		0
9.62		0
9.63		0
9.64		0
9.65		0
9.66		0
9.67		0
9.68		0
9.69		0
9.7		0
9.71		0
9.72		0
9.73		0
9.74		0
9.75		0
9.76		0
9.77		0
9.78		0
9.79		0
9.8		0
9.81		0
9.82		0
9.83		0
9.84		0
9.85		0
9.86		0
9.87		0
9.88		0
9.89		0
9.9		0
9.91		0
9.92		0
9.93		0
9.94		0
9.95		0
9.96		0
9.97		0
9.98		0
9.99		0
10		0
10.01		0
10.02		0
10.03		0
10.04		0
10.05		0
10.06		0
10.07		0
10.08		0
10.09		0
10.1		0
10.11		0
10.12		0
10.13		0
10.14		0
10.15		0
10.16		0
10.17		0
10.18		0
10.19		0
10.2		0
10.21		0
10.22		0
10.23		0
10.24		0
10.25		0
10.26		0
10.27		0
10.28		0
10.29		0
10.3		0
10.31		0
10.32		0
10.33		0
10.34		0
10.35		0
10.36		0
10.37		0
10.38		0
10.39		0
10.4		0
10.41		0
10.42		0
10.43		0
10.44		0
10.45		0
10.46		0
10.47		0
10.48		0
10.49		0
10.5		0
10.51		0
10.52		0
10.53		0
10.54		0
10.55		0
10.56		0
10.57		0
10.58		0
10.59		0
10.6		0
10.61		0
10.62		0
10.63		0
10.64		0
10.65		0
10.66		0
10.67		0
10.68		0
10.69		2.84E-04
10.7		5.81E-04
10.71		7.85E-04
10.72		9.58E-04
10.73		0.00111
10.74		0.00126
10.75		0.0014
10.76		0.00153
10.77		0.00166
10.78		0.00179
10.79		0.00192
10.8		0.00204
10.81		0.00216
10.82		0.00228
10.83		0.0024
10.84		0.00252
10.85		0.00264
10.86		0.00274
10.87		0.00288
10.88		0.00298
10.89		0.0031
10.9		0.00322
10.91		0.00334
10.92		0.00344
10.93		0.00356
10.94		0.00368
10.95		0.00378
10.96		0.00388
10.97		0.004
10.98		0.00412
10.99		0.00424
11		0.00432
11.01		0.00446
11.02		0.00456
11.03		0.00466
11.04		0.00478
11.05		0.0049
11.06		0.005
11.07		0.00512
11.08		0.00522
11.09		0.00534
11.1		0.00544
11.11		0.00556
11.12		0.00566
11.13		0.00578
11.14		0.0059
11.15		0.006
11.16		0.00612
11.17		0.00624
11.18		0.00634
11.19		0.00646
11.2		0.00658
11.21		0.00668
11.22		0.0068
11.23		0.00692
11.24		0.00704
11.25		0.00716
11.26		0.00728
11.27		0.00738
11.28		0.00752
11.29		0.00762
11.3		0.00776
11.31		0.00788
11.32		0.008
11.33		0.00812
11.34		0.00824
11.35		0.00838
11.36		0.0085
11.37		0.00864
11.38		0.00876
11.39		0.0089
11.4		0.00902
11.41		0.00916
11.42		0.00928
11.43		0.00942
11.44		0.00956
11.45		0.0097
11.46		0.00984
11.47		0.01
11.48		0.01014
11.49		0.0103
11.5		0.01044
11.51		0.01058
11.52		0.01074
11.53		0.01088
11.54		0.01104
11.55		0.0112
11.56		0.01136
11.57		0.0115
11.58		0.01166
11.59		0.01184
11.6		0.012
11.61		0.01218
11.62		0.01234
11.63		0.01252
11.64		0.01268
11.65		0.01286
11.66		0.01304
11.67		0.0132
11.68		0.0134
11.69		0.01358
11.7		0.01376
11.71		0.01394
11.72		0.01414
11.73		0.01432
11.74		0.01452
11.75		0.0147
11.76		0.0149
11.77		0.01508
11.78		0.01528
11.79		0.01546
11.8		0.01566
11.81		0.01586
11.82		0.01604
11.83		0.01626
11.84		0.01644
11.85		0.01666
11.86		0.01686
11.87		0.01704
11.88		0.01728
11.89		0.01746
11.9		0.01768
11.91		0.01788
11.92		0.01806
11.93		0.01826
11.94		0.01846
11.95		0.01866
11.96		0.01884
11.97		0.01902
11.98		0.01922
11.99		0.01942
12		0.0196
12.01		0.01978
12.02		0.01996
12.03		0.02014
12.04		0.02032
12.05		0.0205
12.06		0.02068
12.07		0.02086
12.08		0.02102
12.09		0.0212
12.1		0.02136
12.11		0.02154
12.12		0.0217
12.13		0.02186
12.14		0.022
12.15		0.02216
12.16		0.02232
12.17		0.02248
12.18		0.02264
12.19		0.02276
12.2		0.02292
12.21		0.02306
12.22		0.0232
12.23		0.02334
12.24		0.02348
12.25		0.02362
12.26		0.02376
12.27		0.02386
12.28		0.024
12.29		0.02412
12.3		0.02426
12.31		0.02438
12.32		0.0245
12.33		0.02462
12.34		0.02472
12.35		0.02484
12.36		0.02496
12.37		0.02506
12.38		0.02518
12.39		0.02528
12.4		0.02538
12.41		0.02548
12.42		0.0256
12.43		0.0257
12.44		0.0258
12.45		0.02588
12.46		0.02598
12.47		0.02608
12.48		0.02616
12.49		0.02626
12.5		0.02634
12.51		0.02644
12.52		0.02652
12.53		0.0266
12.54		0.02668
12.55		0.02676
12.56		0.02684
12.57		0.02694
12.58		0.02702
12.59		0.0271
12.6		0.02718
12.61		0.02726
12.62		0.02732
12.63		0.0274
12.64		0.02746
12.65		0.02754
12.66		0.02762
12.67		0.02768
12.68		0.02776
12.69		0.02782
12.7		0.0279
12.71		0.02796
12.72		0.02802
12.73		0.02808
12.74		0.02814
12.75		0.0282
12.76		0.02828
12.77		0.02832
12.78		0.02838
12.79		0.02844
12.8		0.0285
12.81		0.02856
12.82		0.02862
12.83		0.02868
12.84		0.02872
12.85		0.0288
12.86		0.02884
12.87		0.0289
12.88		0.02896
12.89		0.029
12.9		0.02906
12.91		0.0291
12.92		0.02916
12.93		0.0292
12.94		0.02926
12.95		0.02932
12.96		0.02936
12.97		0.0294
12.98		0.02946
12.99		0.02952
13		0.02956
13.01		0.0296
13.02		0.02966
13.03		0.0297
13.04		0.02974
13.05		0.02978
13.06		0.02984
13.07		0.02988
13.08		0.02992
13.09		0.02998
13.1		0.03002
13.11		0.03008
13.12		0.03012
13.13		0.03016
13.14		0.03022
13.15		0.03026
13.16		0.03032
13.17		0.03036
13.18		0.03042
13.19		0.03046
13.2		0.0305
13.21		0.03056
13.22		0.0306
13.23		0.03066
13.24		0.0307
13.25		0.03076
13.26		0.0308
13.27		0.03086
13.28		0.03092
13.29		0.03096
13.3		0.03102
13.31		0.03108
13.32		0.03114
13.33		0.03118
13.34		0.03124
13.35		0.03128
13.36		0.03136
13.37		0.03142
13.38		0.03146
13.39		0.03152
13.4		0.03158
13.41		0.03164
13.42		0.0317
13.43		0.03176
13.44		0.03182
13.45		0.03188
13.46		0.03196
13.47		0.03202
13.48		0.03208
13.49		0.03214
13.5		0.03222
13.51		0.03228
13.52		0.03234
13.53		0.03242
13.54		0.03248
13.55		0.03256
13.56		0.03262
13.57		0.03268
13.58		0.03278
13.59		0.03284
13.6		0.03292
13.61		0.03298
13.62		0.03306
13.63		0.03314
13.64		0.03322
13.65		0.0333
13.66		0.03336
13.67		0.03346
13.68		0.03352
13.69		0.03362
13.7		0.03368
13.71		0.03378
13.72		0.03384
13.73		0.03394
13.74		0.034
13.75		0.0341
13.76		0.03416
13.77		0.03428
13.78		0.03434
13.79		0.03444
13.8		0.03452
13.81		0.03462
13.82		0.03468
13.83		0.0348
13.84		0.03486
13.85		0.03498
13.86		0.03504
13.87		0.03516
13.88		0.03522
13.89		0.03534
13.9		0.03542
13.91		0.03552
13.92		0.03562
13.93		0.0357
13.94		0.0358
13.95		0.03588
13.96		0.036
13.97		0.03608
13.98		0.03618
13.99		0.03628
14		0.03638
14.01		0.03648
14.02		0.03658
14.03		0.03668
14.04		0.03678
14.05		0.03688
14.06		0.03698
14.07		0.0371
14.08		0.0372
14.09		0.0373
14.1		0.0374
14.11		0.03752
14.12		0.03762
14.13		0.03774
14.14		0.03784
14.15		0.03796
14.16		0.03808
14.17		0.0382
14.18		0.0383
14.19		0.03842
14.2		0.03854
14.21		0.03866
14.22		0.03878
14.23		0.03892
14.24		0.03904
14.25		0.03918
14.26		0.0393
14.27		0.03944
14.28		0.0396
14.29		0.03974
14.3		0.03988
14.31		0.04006
14.32		0.04022
14.33		0.04042
14.34		0.04064
14.35		0.0409
14.36		0.04116
14.37		0.04106
14.38		0.04102
14.39		0.04102
14.4		0.04102
14.41		0.04102
14.42		0.04106
14.43		0.04108
14.44		0.0411
14.45		0.04114
14.46		0.04116
14.47		0.04118
14.48		0.04122
14.49		0.04126
14.5		0.0413
14.51		0.04132
14.52		0.04136
14.53		0.04142
14.54		0.04146
14.55		0.0415
14.56		0.04154
14.57		0.04158
14.58		0.04162
14.59		0.04166
14.6		0.0417
14.61		0.04176
14.62		0.0418
14.63		0.04184
14.64		0.04188
14.65		0.04194
14.66		0.04198
14.67		0.04204
14.68		0.04208
14.69		0.04214
14.7		0.04218
14.71		0.04222
14.72		0.04228
14.73		0.04234
14.74		0.04238
14.75		0.04244
14.76		0.04248
14.77		0.04252
14.78		0.04258
14.79		0.04264
14.8		0.04268
14.81		0.04272
14.82		0.0428
14.83		0.04284
14.84		0.04288
14.85		0.04296
14.86		0.043
14.87		0.04304
14.88		0.04312
14.89		0.04316
14.9		0.0432
14.91		0.04328
14.92		0.04334
14.93		0.04338
14.94		0.04344
14.95		0.0435
14.96		0.04354
14.97		0.04362
14.98		0.04368
14.99		0.04372
15		0.04378
15.01		0.04384
15.02		0.04388
15.03		0.04396
15.04		0.04402
15.05		0.04406
15.06		0.04414
15.07		0.0442
15.08		0.04424
15.09		0.04432
15.1		0.04438
15.11		0.04442
15.12		0.0445
15.13		0.04456
15.14		0.04462
15.15		0.0447
15.16		0.04474
15.17		0.04482
15.18		0.04488
15.19		0.04492
15.2		0.045
15.21		0.04506
15.22		0.04514
15.23		0.0452
15.24		0.04526
15.25		0.04534
15.26		0.0454
15.27		0.04546
15.28		0.04554
15.29		0.04558
15.3		0.04568
15.31		0.04574
15.32		0.0458
15.33		0.04588
15.34		0.04594
15.35		0.04602
15.36		0.04608
15.37		0.04614
15.38		0.04622
15.39		0.04628
15.4		0.04638
15.41		0.04644
15.42		0.04652
15.43		0.04658
15.44		0.04664
15.45		0.04674
15.46		0.0468
15.47		0.04688
15.48		0.04694
15.49		0.04704
15.5		0.0471
15.51		0.04718
15.52		0.04726
15.53		0.04732
15.54		0.04742
15.55		0.04748
15.56		0.04756
15.57		0.04764
15.58		0.04772
15.59		0.0478
15.6		0.04788
15.61		0.04796
15.62		0.04804
15.63		0.04812
15.64		0.04818
15.65		0.04828
15.66		0.04834
15.67		0.04842
15.68		0.0485
15.69		0.04858
15.7		0.04866
15.71		0.04874
15.72		0.04882
15.73		0.04892
15.74		0.04898
15.75		0.04908
15.76		0.04916
15.77		0.04924
15.78		0.04932
15.79		0.0494
15.8		0.04948
15.81		0.04956
15.82		0.04964
15.83		0.04972
15.84		0.0498
15.85		0.04988
15.86		0.04996
15.87		0.05004
15.88		0.05012
15.89		0.0502
15.9		0.05028
15.91		0.05036
15.92		0.05044
15.93		0.05052
15.94		0.0506
15.95		0.05068
15.96		0.05076
15.97		0.05084
15.98		0.0509
15.99		0.051
16		0.05106
16.01		0.05114
16.02		0.0512
16.03		0.0513
16.04		0.05136
16.05		0.05146
16.06		0.05152
16.07		0.05158
16.08		0.05168
16.09		0.05174
16.1		0.05182
16.11		0.05188
16.12		0.05196
16.13		0.05204
16.14		0.0521
16.15		0.05218
16.16		0.05224
16.17		0.0523
16.18		0.05238
16.19		0.05244
16.2		0.05252
16.21		0.05258
16.22		0.05264
16.23		0.05272
16.24		0.05276
16.25		0.05284
16.26		0.0529
16.27		0.05296
16.28		0.05302
16.29		0.05308
16.3		0.05316
16.31		0.05322
16.32		0.05326
16.33		0.05332
16.34		0.05338
16.35		0.05342
16.36		0.0535
16.37		0.05354
16.38		0.0536
16.39		0.05366
16.4		0.0537
16.41		0.05376
16.42		0.0538
16.43		0.05386
16.44		0.0539
16.45		0.05394
16.46		0.054
16.47		0.05406
16.48		0.0541
16.49		0.05414
16.5		0.0542
16.51		0.05424
16.52		0.05426
16.53		0.0543
16.54		0.05436
16.55		0.0544
16.56		0.05444
16.57		0.05448
16.58		0.05452
16.59		0.05456
16.6		0.05458
16.61		0.05462
16.62		0.05466
16.63		0.0547
16.64		0.05474
16.65		0.05476
16.66		0.05482
16.67		0.05482
16.68		0.05486
16.69		0.0549
16.7		0.05492
16.71		0.05494
16.72		0.05498
16.73		0.055
16.74		0.05504
16.75		0.05506
16.76		0.05508
16.77		0.0551
16.78		0.05512
16.79		0.05516
16.8		0.05518
16.81		0.0552
16.82		0.05522
16.83		0.05524
16.84		0.05528
16.85		0.05528
16.86		0.0553
16.87		0.05532
16.88		0.05534
16.89		0.05536
16.9		0.05538
16.91		0.0554
16.92		0.0554
16.93		0.05542
16.94		0.05544
16.95		0.05544
16.96		0.05546
16.97		0.05548
16.98		0.05548
16.99		0.0555
17		0.0555
17.01		0.05552
17.02		0.05554
17.03		0.05556
17.04		0.05556
17.05		0.05556
17.06		0.05558
17.07		0.05558
17.08		0.05558
17.09		0.0556
17.1		0.0556
17.11		0.0556
17.12		0.05562
17.13		0.05562
17.14		0.05562
17.15		0.05562
17.16		0.05562
17.17		0.05562
17.18		0.05564
17.19		0.05564
17.2		0.05564
17.21		0.05564
17.22		0.05564
17.23		0.05564
17.24		0.05564
17.25		0.05564
17.26		0.05564
17.27		0.05564
17.28		0.05564
17.29		0.05564
17.3		0.05564
17.31		0.05564
17.32		0.05564
17.33		0.05564
17.34		0.05564
17.35		0.05564
17.36		0.05562
17.37		0.05562
17.38		0.05562
17.39		0.05562
17.4		0.05562
17.41		0.05562
17.42		0.05562
17.43		0.05562
17.44		0.0556
17.45		0.0556
17.46		0.0556
17.47		0.05558
17.48		0.05558
17.49		0.05558
17.5		0.05556
17.51		0.05556
17.52		0.05554
17.53		0.05554
17.54		0.05552
17.55		0.05552
17.56		0.0555
17.57		0.0555
17.58		0.0555
17.59		0.05548
17.6		0.05546
17.61		0.05546
17.62		0.05546
17.63		0.05544
17.64		0.05544
17.65		0.05542
17.66		0.05542
17.67		0.0554
17.68		0.0554
17.69		0.05538
17.7		0.05538
17.71		0.05536
17.72		0.05534
17.73		0.05532
17.74		0.05532
17.75		0.0553
17.76		0.05528
17.77		0.05528
17.78		0.05526
17.79		0.05526
17.8		0.05524
17.81		0.05522
17.82		0.0552
17.83		0.0552
17.84		0.05518
17.85		0.05516
17.86		0.05514
17.87		0.05514
17.88		0.05512
17.89		0.0551
17.9		0.0551
17.91		0.05508
17.92		0.05506
17.93		0.05504
17.94		0.05504
17.95		0.05502
17.96		0.05498
17.97		0.05496
17.98		0.05496
17.99		0.05494
18		0.05494
18.01		0.05492
18.02		0.0549
18.03		0.05488
18.04		0.05486
18.05		0.05482
18.06		0.05482
18.07		0.0548
18.08		0.05478
18.09		0.05476
18.1		0.05474
18.11		0.05474
18.12		0.05472
18.13		0.0547
18.14		0.05468
18.15		0.05464
18.16		0.05462
18.17		0.0546
18.18		0.0546
18.19		0.05458
18.2		0.05456
18.21		0.05452
18.22		0.0545
18.23		0.05448
18.24		0.05446
18.25		0.05444
18.26		0.05442
18.27		0.0544
18.28		0.05438
18.29		0.05436
18.3		0.05434
18.31		0.05432
18.32		0.0543
18.33		0.05428
18.34		0.05426
18.35		0.05424
18.36		0.05422
18.37		0.05418
18.38		0.05416
18.39		0.05414
18.4		0.05412
18.41		0.0541
18.42		0.05408
18.43		0.05406
18.44		0.05404
18.45		0.054
18.46		0.05398
18.47		0.05394
18.48		0.05392
18.49		0.05392
18.5		0.0539
18.51		0.05386
18.52		0.05384
18.53		0.0538
18.54		0.05378
18.55		0.05376
18.56		0.05374
18.57		0.05372
18.58		0.0537
18.59		0.05368
18.6		0.05362
18.61		0.0536
18.62		0.05358
18.63		0.05358
18.64		0.05354
18.65		0.05352
18.66		0.0535
18.67		0.05346
18.68		0.05342
18.69		0.05342
18.7		0.0534
18.71		0.05336
18.72		0.05334
18.73		0.05332
18.74		0.05326
18.75		0.05324
18.76		0.05324
18.77		0.0532
18.78		0.05318
18.79		0.05316
18.8		0.0531
18.81		0.05308
18.82		0.05308
18.83		0.05304
18.84		0.05302
18.85		0.053
18.86		0.05294
18.87		0.05292
18.88		0.0529
18.89		0.05288
18.9		0.05286
18.91		0.05282
18.92		0.05278
18.93		0.05276
18.94		0.05274
18.95		0.05272
18.96		0.05268
18.97		0.05266
18.98		0.05262
18.99		0.05258
19		0.05256
19.01		0.05254
19.02		0.05252
19.03		0.05248
19.04		0.05244
