#Excitation cross sections for N2 from the X_1Σg+ state to C_3Πu state		
Energy (eV)	Cross section(Å^2) 
4.44		0
4.45		0
4.46		0
4.47		0
4.48		0
4.49		0
4.5		0
4.51		0
4.52		0
4.53		0
4.54		0
4.55		0
4.56		0
4.57		0
4.58		0
4.59		0
4.6		0
4.61		0
4.62		0
4.63		0
4.64		0
4.65		0
4.66		0
4.67		0
4.68		0
4.69		0
4.7		0
4.71		0
4.72		0
4.73		0
4.74		0
4.75		0
4.76		0
4.77		0
4.78		0
4.79		0
4.8		0
4.81		0
4.82		0
4.83		0
4.84		0
4.85		0
4.86		0
4.87		0
4.88		0
4.89		0
4.9		0
4.91		0
4.92		0
4.93		0
4.94		0
4.95		0
4.96		0
4.97		0
4.98		0
4.99		0
5		0
5.01		0
5.02		0
5.03		0
5.04		0
5.05		0
5.06		0
5.07		0
5.08		0
5.09		0
5.1		0
5.11		0
5.12		0
5.13		0
5.14		0
5.15		0
5.16		0
5.17		0
5.18		0
5.19		0
5.2		0
5.21		0
5.22		0
5.23		0
5.24		0
5.25		0
5.26		0
5.27		0
5.28		0
5.29		0
5.3		0
5.31		0
5.32		0
5.33		0
5.34		0
5.35		0
5.36		0
5.37		0
5.38		0
5.39		0
5.4		0
5.41		0
5.42		0
5.43		0
5.44		0
5.45		0
5.46		0
5.47		0
5.48		0
5.49		0
5.5		0
5.51		0
5.52		0
5.53		0
5.54		0
5.55		0
5.56		0
5.57		0
5.58		0
5.59		0
5.6		0
5.61		0
5.62		0
5.63		0
5.64		0
5.65		0
5.66		0
5.67		0
5.68		0
5.69		0
5.7		0
5.71		0
5.72		0
5.73		0
5.74		0
5.75		0
5.76		0
5.77		0
5.78		0
5.79		0
5.8		0
5.81		0
5.82		0
5.83		0
5.84		0
5.85		0
5.86		0
5.87		0
5.88		0
5.89		0
5.9		0
5.91		0
5.92		0
5.93		0
5.94		0
5.95		0
5.96		0
5.97		0
5.98		0
5.99		0
6		0
6.01		0
6.02		0
6.03		0
6.04		0
6.05		0
6.06		0
6.07		0
6.08		0
6.09		0
6.1		0
6.11		0
6.12		0
6.13		0
6.14		0
6.15		0
6.16		0
6.17		0
6.18		0
6.19		0
6.2		0
6.21		0
6.22		0
6.23		0
6.24		0
6.25		0
6.26		0
6.27		0
6.28		0
6.29		0
6.3		0
6.31		0
6.32		0
6.33		0
6.34		0
6.35		0
6.36		0
6.37		0
6.38		0
6.39		0
6.4		0
6.41		0
6.42		0
6.43		0
6.44		0
6.45		0
6.46		0
6.47		0
6.48		0
6.49		0
6.5		0
6.51		0
6.52		0
6.53		0
6.54		0
6.55		0
6.56		0
6.57		0
6.58		0
6.59		0
6.6		0
6.61		0
6.62		0
6.63		0
6.64		0
6.65		0
6.66		0
6.67		0
6.68		0
6.69		0
6.7		0
6.71		0
6.72		0
6.73		0
6.74		0
6.75		0
6.76		0
6.77		0
6.78		0
6.79		0
6.8		0
6.81		0
6.82		0
6.83		0
6.84		0
6.85		0
6.86		0
6.87		0
6.88		0
6.89		0
6.9		0
6.91		0
6.92		0
6.93		0
6.94		0
6.95		0
6.96		0
6.97		0
6.98		0
6.99		0
7		0
7.01		0
7.02		0
7.03		0
7.04		0
7.05		0
7.06		0
7.07		0
7.08		0
7.09		0
7.1		0
7.11		0
7.12		0
7.13		0
7.14		0
7.15		0
7.16		0
7.17		0
7.18		0
7.19		0
7.2		0
7.21		0
7.22		0
7.23		0
7.24		0
7.25		0
7.26		0
7.27		0
7.28		0
7.29		0
7.3		0
7.31		0
7.32		0
7.33		0
7.34		0
7.35		0
7.36		0
7.37		0
7.38		0
7.39		0
7.4		0
7.41		0
7.42		0
7.43		0
7.44		0
7.45		0
7.46		0
7.47		0
7.48		0
7.49		0
7.5		0
7.51		0
7.52		0
7.53		0
7.54		0
7.55		0
7.56		0
7.57		0
7.58		0
7.59		0
7.6		0
7.61		0
7.62		0
7.63		0
7.64		0
7.65		0
7.66		0
7.67		0
7.68		0
7.69		0
7.7		0
7.71		0
7.72		0
7.73		0
7.74		0
7.75		0
7.76		0
7.77		0
7.78		0
7.79		0
7.8		0
7.81		0
7.82		0
7.83		0
7.84		0
7.85		0
7.86		0
7.87		0
7.88		0
7.89		0
7.9		0
7.91		0
7.92		0
7.93		0
7.94		0
7.95		0
7.96		0
7.97		0
7.98		0
7.99		0
8		0
8.01		0
8.02		0
8.03		0
8.04		0
8.05		0
8.06		0
8.07		0
8.08		0
8.09		0
8.1		0
8.11		0
8.12		0
8.13		0
8.14		0
8.15		0
8.16		0
8.17		0
8.18		0
8.19		0
8.2		0
8.21		0
8.22		0
8.23		0
8.24		0
8.25		0
8.26		0
8.27		0
8.28		0
8.29		0
8.3		0
8.31		0
8.32		0
8.33		0
8.34		0
8.35		0
8.36		0
8.37		0
8.38		0
8.39		0
8.4		0
8.41		0
8.42		0
8.43		0
8.44		0
8.45		0
8.46		0
8.47		0
8.48		0
8.49		0
8.5		0
8.51		0
8.52		0
8.53		0
8.54		0
8.55		0
8.56		0
8.57		0
8.58		0
8.59		0
8.6		0
8.61		0
8.62		0
8.63		0
8.64		0
8.65		0
8.66		0
8.67		0
8.68		0
8.69		0
8.7		0
8.71		0
8.72		0
8.73		0
8.74		0
8.75		0
8.76		0
8.77		0
8.78		0
8.79		0
8.8		0
8.81		0
8.82		0
8.83		0
8.84		0
8.85		0
8.86		0
8.87		0
8.88		0
8.89		0
8.9		0
8.91		0
8.92		0
8.93		0
8.94		0
8.95		0
8.96		0
8.97		0
8.98		0
8.99		0
9		0
9.01		0
9.02		0
9.03		0
9.04		0
9.05		0
9.06		0
9.07		0
9.08		0
9.09		0
9.1		0
9.11		0
9.12		0
9.13		0
9.14		0
9.15		0
9.16		0
9.17		0
9.18		0
9.19		0
9.2		0
9.21		0
9.22		0
9.23		0
9.24		0
9.25		0
9.26		0
9.27		0
9.28		0
9.29		0
9.3		0
9.31		0
9.32		0
9.33		0
9.34		0
9.35		0
9.36		0
9.37		0
9.38		0
9.39		0
9.4		0
9.41		0
9.42		0
9.43		0
9.44		0
9.45		0
9.46		0
9.47		0
9.48		0
9.49		0
9.5		0
9.51		0
9.52		0
9.53		0
9.54		0
9.55		0
9.56		0
9.57		0
9.58		0
9.59		0
9.6		0
9.61		0
9.62		0
9.63		0
9.64		0
9.65		0
9.66		0
9.67		0
9.68		0
9.69		0
9.7		0
9.71		0
9.72		0
9.73		0
9.74		0
9.75		0
9.76		0
9.77		0
9.78		0
9.79		0
9.8		0
9.81		0
9.82		0
9.83		0
9.84		0
9.85		0
9.86		0
9.87		0
9.88		0
9.89		0
9.9		0
9.91		0
9.92		0
9.93		0
9.94		0
9.95		0
9.96		0
9.97		0
9.98		0
9.99		0
10		0
10.01		0
10.02		0
10.03		0
10.04		0
10.05		0
10.06		0
10.07		0
10.08		0
10.09		0
10.1		0
10.11		0
10.12		0
10.13		0
10.14		0
10.15		0
10.16		0
10.17		0
10.18		0
10.19		0
10.2		0
10.21		0
10.22		0
10.23		0
10.24		0
10.25		0
10.26		0
10.27		0
10.28		0
10.29		0
10.3		0
10.31		0
10.32		0
10.33		0
10.34		0
10.35		0
10.36		0
10.37		0
10.38		0
10.39		0
10.4		0
10.41		0
10.42		0
10.43		0
10.44		0
10.45		0
10.46		0
10.47		0
10.48		0
10.49		0
10.5		0
10.51		0
10.52		0
10.53		0
10.54		0
10.55		0
10.56		0
10.57		0
10.58		0
10.59		0
10.6		0
10.61		0
10.62		0
10.63		0
10.64		0
10.65		0
10.66		0
10.67		0
10.68		0
10.69		0
10.7		0
10.71		0
10.72		0
10.73		0
10.74		0
10.75		0
10.76		0
10.77		0
10.78		0
10.79		0
10.8		0
10.81		0
10.82		0
10.83		0
10.84		0
10.85		0
10.86		0
10.87		0
10.88		0
10.89		0
10.9		0
10.91		0
10.92		0
10.93		0
10.94		0
10.95		0
10.96		0
10.97		0
10.98		0
10.99		0
11		0
11.01		0
11.02		0
11.03		0
11.04		0
11.05		0
11.06		0
11.07		0
11.08		0
11.09		0
11.1		0
11.11		0
11.12		0
11.13		0
11.14		0
11.15		0
11.16		0
11.17		0
11.18		0
11.19		0
11.2		0
11.21		0
11.22		0
11.23		0
11.24		0
11.25		0
11.26		0
11.27		0
11.28		0
11.29		0
11.3		0
11.31		0
11.32		0
11.33		0
11.34		0
11.35		0
11.36		0
11.37		0
11.38		0
11.39		0
11.4		0
11.41		0
11.42		0
11.43		0
11.44		0
11.45		0
11.46		0
11.47		0
11.48		0
11.49		0
11.5		0
11.51		0
11.52		0
11.53		0
11.54		0
11.55		0
11.56		0
11.57		0
11.58		0
11.59		0
11.6		0
11.61		0
11.62		0
11.63		0
11.64		0
11.65		0
11.66		0
11.67		0
11.68		0
11.69		0
11.7		0
11.71		0
11.72		0
11.73		0
11.74		0
11.75		0
11.76		0
11.77		0
11.78		0
11.79		0
11.8		0
11.81		0
11.82		0
11.83		0
11.84		0
11.85		0
11.86		0
11.87		0
11.88		3.83E-04
11.89		0.00117
11.9		0.00168
11.91		0.00212
11.92		0.00256
11.93		0.00296
11.94		0.00336
11.95		0.00376
11.96		0.00416
11.97		0.00456
11.98		0.00496
11.99		0.00534
12		0.00572
12.01		0.00612
12.02		0.00652
12.03		0.00692
12.04		0.0073
12.05		0.00768
12.06		0.0081
12.07		0.00848
12.08		0.00886
12.09		0.00924
12.1		0.00962
12.11		0.01002
12.12		0.01042
12.13		0.01078
12.14		0.01116
12.15		0.01154
12.16		0.01192
12.17		0.0123
12.18		0.01268
12.19		0.01306
12.2		0.01342
12.21		0.0138
12.22		0.01416
12.23		0.01452
12.24		0.0149
12.25		0.01524
12.26		0.01562
12.27		0.01598
12.28		0.01632
12.29		0.01668
12.3		0.01702
12.31		0.01738
12.32		0.01772
12.33		0.01806
12.34		0.0184
12.35		0.01874
12.36		0.01908
12.37		0.01942
12.38		0.01974
12.39		0.02006
12.4		0.02038
12.41		0.02072
12.42		0.02104
12.43		0.02136
12.44		0.02166
12.45		0.022
12.46		0.0223
12.47		0.02262
12.48		0.02292
12.49		0.02324
12.5		0.02354
12.51		0.02384
12.52		0.02414
12.53		0.02444
12.54		0.02474
12.55		0.02504
12.56		0.02532
12.57		0.02564
12.58		0.02592
12.59		0.0262
12.6		0.0265
12.61		0.02678
12.62		0.02706
12.63		0.02734
12.64		0.02762
12.65		0.0279
12.66		0.02818
12.67		0.02846
12.68		0.02872
12.69		0.02902
12.7		0.02928
12.71		0.02956
12.72		0.02982
12.73		0.03008
12.74		0.03036
12.75		0.03062
12.76		0.0309
12.77		0.03118
12.78		0.03144
12.79		0.0317
12.8		0.03196
12.81		0.03222
12.82		0.03248
12.83		0.03274
12.84		0.033
12.85		0.03326
12.86		0.03352
12.87		0.0338
12.88		0.03404
12.89		0.0343
12.9		0.03456
12.91		0.03482
12.92		0.03508
12.93		0.03534
12.94		0.0356
12.95		0.03586
12.96		0.03612
12.97		0.03638
12.98		0.03664
12.99		0.03688
13		0.03716
13.01		0.0374
13.02		0.03766
13.03		0.03792
13.04		0.03818
13.05		0.03844
13.06		0.0387
13.07		0.03896
13.08		0.03922
13.09		0.03948
13.1		0.03976
13.11		0.04
13.12		0.04028
13.13		0.04054
13.14		0.0408
13.15		0.04106
13.16		0.04134
13.17		0.0416
13.18		0.04186
13.19		0.04214
13.2		0.04242
13.21		0.04268
13.22		0.04296
13.23		0.04322
13.24		0.0435
13.25		0.04378
13.26		0.04404
13.27		0.04434
13.28		0.0446
13.29		0.04488
13.3		0.04516
13.31		0.04544
13.32		0.04574
13.33		0.04602
13.34		0.0463
13.35		0.0466
13.36		0.04688
13.37		0.04716
13.38		0.04746
13.39		0.04776
13.4		0.04806
13.41		0.04834
13.42		0.04864
13.43		0.04896
13.44		0.04926
13.45		0.04954
13.46		0.04986
13.47		0.05018
13.48		0.05048
13.49		0.0508
13.5		0.05112
13.51		0.05142
13.52		0.05174
13.53		0.05206
13.54		0.05238
13.55		0.0527
13.56		0.05304
13.57		0.05338
13.58		0.0537
13.59		0.05402
13.6		0.05436
13.61		0.0547
13.62		0.05506
13.63		0.0554
13.64		0.05574
13.65		0.05608
13.66		0.05644
13.67		0.0568
13.68		0.05716
13.69		0.0575
13.7		0.05786
13.71		0.05822
13.72		0.0586
13.73		0.05898
13.74		0.05936
13.75		0.05972
13.76		0.0601
13.77		0.0605
13.78		0.06088
13.79		0.06126
13.8		0.06168
13.81		0.06208
13.82		0.06246
13.83		0.06286
13.84		0.06328
13.85		0.06368
13.86		0.06412
13.87		0.06454
13.88		0.06496
13.89		0.06538
13.9		0.0658
13.91		0.06626
13.92		0.0667
13.93		0.06712
13.94		0.06758
13.95		0.06804
13.96		0.06848
13.97		0.06894
13.98		0.06942
13.99		0.0699
14		0.07038
14.01		0.07084
14.02		0.07134
14.03		0.07184
14.04		0.07232
14.05		0.07282
14.06		0.07334
14.07		0.07384
14.08		0.07436
14.09		0.07488
14.1		0.07542
14.11		0.07594
14.12		0.07648
14.13		0.07702
14.14		0.07758
14.15		0.07814
14.16		0.0787
14.17		0.07926
14.18		0.07984
14.19		0.08042
14.2		0.081
14.21		0.08162
14.22		0.0822
14.23		0.08282
14.24		0.08344
14.25		0.08406
14.26		0.08468
14.27		0.0853
14.28		0.08594
14.29		0.0866
14.3		0.08726
14.31		0.08792
14.32		0.0886
14.33		0.08928
14.34		0.08996
14.35		0.09064
14.36		0.09134
14.37		0.09206
14.38		0.09278
14.39		0.09354
14.4		0.09428
14.41		0.09502
14.42		0.0958
14.43		0.09656
14.44		0.09736
14.45		0.09812
14.46		0.09894
14.47		0.09974
14.48		0.10058
14.49		0.1014
14.5		0.10224
14.51		0.1031
14.52		0.10396
14.53		0.10482
14.54		0.1057
14.55		0.1066
14.56		0.1075
14.57		0.10842
14.58		0.10936
14.59		0.1103
14.6		0.11126
14.61		0.11222
14.62		0.11318
14.63		0.11416
14.64		0.11516
14.65		0.11618
14.66		0.1172
14.67		0.11824
14.68		0.11928
14.69		0.12034
14.7		0.12142
14.71		0.1225
14.72		0.12362
14.73		0.12472
14.74		0.12584
14.75		0.12698
14.76		0.12814
14.77		0.12932
14.78		0.13048
14.79		0.1317
14.8		0.13292
14.81		0.13414
14.82		0.13536
14.83		0.13662
14.84		0.1379
14.85		0.13916
14.86		0.14048
14.87		0.1418
14.88		0.1431
14.89		0.14446
14.9		0.14582
14.91		0.14718
14.92		0.14858
14.93		0.14996
14.94		0.1514
14.95		0.15284
14.96		0.15428
14.97		0.15576
14.98		0.15724
14.99		0.15872
15		0.16024
15.01		0.16176
15.02		0.16332
15.03		0.16486
15.04		0.16644
15.05		0.16804
15.06		0.16964
15.07		0.17126
15.08		0.17288
15.09		0.17454
15.1		0.17622
15.11		0.17788
15.12		0.1796
15.13		0.1813
15.14		0.18302
15.15		0.18476
15.16		0.18654
15.17		0.1883
15.18		0.19008
15.19		0.19188
15.2		0.1937
15.21		0.1955
15.22		0.19734
15.23		0.1992
15.24		0.20108
15.25		0.20296
15.26		0.20484
15.27		0.20674
15.28		0.20866
15.29		0.21058
15.3		0.2125
15.31		0.21446
15.32		0.21642
15.33		0.21838
15.34		0.22036
15.35		0.22234
15.36		0.22432
15.37		0.22632
15.38		0.22834
15.39		0.23034
15.4		0.23238
15.41		0.2344
15.42		0.23644
15.43		0.23846
15.44		0.24052
15.45		0.24256
15.46		0.24462
15.47		0.24666
15.48		0.2487
15.49		0.25078
15.5		0.25284
15.51		0.25488
15.52		0.25694
15.53		0.259
15.54		0.26106
15.55		0.2631
15.56		0.26516
15.57		0.2672
15.58		0.26924
15.59		0.27128
15.6		0.27328
15.61		0.27532
15.62		0.27734
15.63		0.27934
15.64		0.28134
15.65		0.28334
15.66		0.28532
15.67		0.28728
15.68		0.28922
15.69		0.29116
15.7		0.2931
15.71		0.29502
15.72		0.29692
15.73		0.29882
15.74		0.30068
15.75		0.30254
15.76		0.30436
15.77		0.3062
15.78		0.30798
15.79		0.30978
15.8		0.31154
15.81		0.31328
15.82		0.315
15.83		0.3167
15.84		0.31838
15.85		0.32004
15.86		0.32168
15.87		0.32328
15.88		0.32486
15.89		0.32644
15.9		0.32796
15.91		0.32946
15.92		0.33096
15.93		0.33242
15.94		0.33384
15.95		0.33526
15.96		0.33662
15.97		0.33798
15.98		0.33932
15.99		0.34062
16		0.34188
16.01		0.34312
16.02		0.34432
16.03		0.3455
16.04		0.34666
16.05		0.34778
16.06		0.34888
16.07		0.34994
16.08		0.35098
16.09		0.35198
16.1		0.35294
16.11		0.3539
16.12		0.35482
16.13		0.3557
16.14		0.35658
16.15		0.35738
16.16		0.3582
16.17		0.35896
16.18		0.3597
16.19		0.36042
16.2		0.3611
16.21		0.36176
16.22		0.36238
16.23		0.36298
16.24		0.36354
16.25		0.3641
16.26		0.3646
16.27		0.3651
16.28		0.36554
16.29		0.36598
16.3		0.36638
16.31		0.36676
16.32		0.36712
16.33		0.36744
16.34		0.36774
16.35		0.36802
16.36		0.36826
16.37		0.3685
16.38		0.3687
16.39		0.36888
16.4		0.36904
16.41		0.36918
16.42		0.36928
16.43		0.36936
16.44		0.36942
16.45		0.36948
16.46		0.36948
16.47		0.36948
16.48		0.36948
16.49		0.36942
16.5		0.36936
16.51		0.3693
16.52		0.3692
16.53		0.36908
16.54		0.36892
16.55		0.36876
16.56		0.3686
16.57		0.36842
16.58		0.3682
16.59		0.36798
16.6		0.36774
16.61		0.36748
16.62		0.3672
16.63		0.36692
16.64		0.36662
16.65		0.3663
16.66		0.3659
16.67		0.36564
16.68		0.36526
16.69		0.3649
16.7		0.36452
16.71		0.3641
16.72		0.3637
16.73		0.36328
16.74		0.36284
16.75		0.36242
16.76		0.36196
16.77		0.36148
16.78		0.36102
16.79		0.36054
16.8		0.36004
16.81		0.35954
16.82		0.35902
16.83		0.35848
16.84		0.35798
16.85		0.35744
16.86		0.35688
16.87		0.35632
16.88		0.35578
16.89		0.35522
16.9		0.35464
16.91		0.35406
16.92		0.35348
16.93		0.35288
16.94		0.3523
16.95		0.3517
16.96		0.35108
16.97		0.35046
16.98		0.34986
16.99		0.34922
17		0.3486
17.01		0.34798
17.02		0.34734
17.03		0.34672
17.04		0.34606
17.05		0.34544
17.06		0.34478
17.07		0.34414
17.08		0.34348
17.09		0.34282
17.1		0.34216
17.11		0.3415
17.12		0.34084
17.13		0.34018
17.14		0.33954
17.15		0.33886
17.16		0.3382
17.17		0.33752
17.18		0.33684
17.19		0.33618
17.2		0.33552
17.21		0.33484
17.22		0.33418
17.23		0.3335
17.24		0.33284
17.25		0.33216
17.26		0.3315
17.27		0.33082
17.28		0.33016
17.29		0.32946
17.3		0.3288
17.31		0.32812
17.32		0.32746
17.33		0.3268
17.34		0.32612
17.35		0.32546
17.36		0.3248
17.37		0.32412
17.38		0.32346
17.39		0.3228
17.4		0.32216
17.41		0.32148
17.42		0.32082
17.43		0.32018
17.44		0.31952
17.45		0.31886
17.46		0.31822
17.47		0.31756
17.48		0.31692
17.49		0.31628
17.5		0.31564
17.51		0.31498
17.52		0.31436
17.53		0.3137
17.54		0.31308
17.55		0.31246
17.56		0.31182
17.57		0.31118
17.58		0.31056
17.59		0.30994
17.6		0.30932
17.61		0.3087
17.62		0.30808
17.63		0.30748
17.64		0.30686
17.65		0.30626
17.66		0.30564
17.67		0.30504
17.68		0.30444
17.69		0.30386
17.7		0.30326
17.71		0.30266
17.72		0.30208
17.73		0.3015
17.74		0.3009
17.75		0.30032
17.76		0.29974
17.77		0.29918
17.78		0.2986
17.79		0.29804
17.8		0.29748
17.81		0.2969
17.82		0.29634
17.83		0.2958
17.84		0.29524
17.85		0.29468
17.86		0.29414
17.87		0.29358
17.88		0.29304
17.89		0.2925
17.9		0.29196
17.91		0.29144
17.92		0.29088
17.93		0.29038
17.94		0.28984
17.95		0.28932
17.96		0.2888
17.97		0.28828
17.98		0.28778
17.99		0.28726
18		0.28674
18.01		0.28624
18.02		0.28572
18.03		0.28522
18.04		0.28474
18.05		0.28424
18.06		0.28376
18.07		0.28326
18.08		0.28278
18.09		0.28228
18.1		0.28182
18.11		0.28134
18.12		0.28086
18.13		0.28038
18.14		0.27992
18.15		0.27946
18.16		0.279
18.17		0.27854
18.18		0.27806
18.19		0.27762
18.2		0.27716
18.21		0.27672
18.22		0.27626
18.23		0.27582
18.24		0.27538
18.25		0.27494
18.26		0.2745
18.27		0.27406
18.28		0.27362
18.29		0.2732
18.3		0.27278
18.31		0.27234
18.32		0.27192
18.33		0.2715
18.34		0.2711
18.35		0.27068
18.36		0.27026
18.37		0.26986
18.38		0.26946
18.39		0.26904
18.4		0.26864
18.41		0.26824
18.42		0.26784
18.43		0.26746
18.44		0.26706
18.45		0.26668
18.46		0.26628
18.47		0.2659
18.48		0.2655
18.49		0.26512
18.5		0.26474
18.51		0.26438
18.52		0.264
18.53		0.26362
18.54		0.26324
18.55		0.26288
18.56		0.26252
18.57		0.26216
18.58		0.2618
18.59		0.26144
18.6		0.26108
18.61		0.26072
18.62		0.26038
18.63		0.26002
18.64		0.25968
18.65		0.25932
18.66		0.25896
18.67		0.25862
18.68		0.2583
18.69		0.25794
18.7		0.25762
18.71		0.25728
18.72		0.25694
18.73		0.25662
18.74		0.25628
18.75		0.25596
18.76		0.25562
18.77		0.2553
18.78		0.25498
18.79		0.25464
18.8		0.25434
18.81		0.25402
18.82		0.2537
18.83		0.2534
18.84		0.25308
18.85		0.25278
18.86		0.25246
18.87		0.25214
18.88		0.25186
18.89		0.25156
18.9		0.25124
18.91		0.25094
18.92		0.25064
18.93		0.25036
18.94		0.25006
18.95		0.24976
18.96		0.24948
18.97		0.24918
18.98		0.2489
18.99		0.2486
19		0.24832
19.01		0.24804
19.02		0.24776
19.03		0.24746
19.04		0.24718
19.05		0.24692
19.06		0.24662
19.07		0.24636
19.08		0.24608
19.09		0.24582
19.1		0.24554
19.11		0.24526
19.12		0.245
19.13		0.24474
19.14		0.24446
19.15		0.2442
19.16		0.24394
19.17		0.24368
19.18		0.2434
19.19		0.24316
19.2		0.2429
19.21		0.24264
19.22		0.24238
19.23		0.24212
19.24		0.24188
19.25		0.24162
19.26		0.24138
19.27		0.24112
19.28		0.24088
19.29		0.24062
19.3		0.24038
19.31		0.24014
19.32		0.23988
19.33		0.23964
19.34		0.2394
19.35		0.23916
19.36		0.23892
19.37		0.23868
19.38		0.23844
19.39		0.23822
19.4		0.23796
19.41		0.23774
19.42		0.2375
19.43		0.23728
19.44		0.23704
