#Excitation cross sections for N2 from the X_1Σg+ state to A_3Σu+ state		
Energy (eV)	Cross section(Å^2) 
4.43		0
4.44		0
4.45		0
4.46		0
4.47		0
4.48		0
4.49		0
4.5		0
4.51		0
4.52		0
4.53		0
4.54		0
4.55		0
4.56		0
4.57		0
4.58		0
4.59		0
4.6		0
4.61		0
4.62		0
4.63		0
4.64		0
4.65		0
4.66		0
4.67		0
4.68		0
4.69		0
4.7		0
4.71		0
4.72		0
4.73		0
4.74		0
4.75		0
4.76		0
4.77		0
4.78		0
4.79		0
4.8		0
4.81		0
4.82		0
4.83		0
4.84		0
4.85		0
4.86		0
4.87		0
4.88		0
4.89		0
4.9		0
4.91		0
4.92		0
4.93		0
4.94		0
4.95		0
4.96		0
4.97		0
4.98		0
4.99		0
5		0
5.01		0
5.02		0
5.03		0
5.04		0
5.05		0
5.06		0
5.07		0
5.08		0
5.09		0
5.1		0
5.11		0
5.12		0
5.13		0
5.14		0
5.15		0
5.16		0
5.17		0
5.18		0
5.19		0
5.2		0
5.21		0
5.22		0
5.23		0
5.24		0
5.25		0
5.26		0
5.27		0
5.28		0
5.29		0
5.3		0
5.31		0
5.32		0
5.33		0
5.34		0
5.35		0
5.36		0
5.37		0
5.38		0
5.39		0
5.4		0
5.41		0
5.42		0
5.43		0
5.44		0
5.45		0
5.46		0
5.47		0
5.48		0
5.49		0
5.5		0
5.51		0
5.52		0
5.53		0
5.54		0
5.55		0
5.56		0
5.57		0
5.58		0
5.59		0
5.6		0
5.61		0
5.62		0
5.63		0
5.64		0
5.65		0
5.66		0
5.67		0
5.68		0
5.69		0
5.7		0
5.71		0
5.72		0
5.73		0
5.74		0
5.75		0
5.76		0
5.77		0
5.78		0
5.79		0
5.8		0
5.81		0
5.82		0
5.83		0
5.84		0
5.85		0
5.86		0
5.87		0
5.88		0
5.89		0
5.9		0
5.91		0
5.92		0
5.93		0
5.94		0
5.95		0
5.96		0
5.97		0
5.98		0
5.99		0
6		0
6.01		0
6.02		0
6.03		0
6.04		0
6.05		0
6.06		0
6.07		0
6.08		0
6.09		0
6.1		0
6.11		0
6.12		0
6.13		0
6.14		0
6.15		0
6.16		0
6.17		0
6.18		0
6.19		0
6.2		0
6.21		0
6.22		0
6.23		0
6.24		0
6.25		0
6.26		0
6.27		0
6.28		0
6.29		0
6.3		0
6.31		0
6.32		0
6.33		0
6.34		0
6.35		0
6.36		0
6.37		0
6.38		0
6.39		0
6.4		0
6.41		0
6.42		0
6.43		0
6.44		0
6.45		0
6.46		0
6.47		0
6.48		0
6.49		0
6.5		0
6.51		0
6.52		0
6.53		0
6.54		0
6.55		0
6.56		0
6.57		0
6.58		0
6.59		0
6.6		0
6.61		0
6.62		0
6.63		0
6.64		0
6.65		0
6.66		0
6.67		0
6.68		0
6.69		0
6.7		0
6.71		0
6.72		0
6.73		0
6.74		0
6.75		0
6.76		0
6.77		0
6.78		0
6.79		0
6.8		0
6.81		0
6.82		0
6.83		0
6.84		0
6.85		0
6.86		0
6.87		0
6.88		0
6.89		0
6.9		0
6.91		0
6.92		0
6.93		0
6.94		0
6.95		0
6.96		0
6.97		0
6.98		0
6.99		0
7		0
7.01		0
7.02		0
7.03		0
7.04		0
7.05		0
7.06		0
7.07		0
7.08		0
7.09		0
7.1		0
7.11		0
7.12		0
7.13		0
7.14		0
7.15		0
7.16		0
7.17		0
7.18		0
7.19		0
7.2		0
7.21		0
7.22		0
7.23		0
7.24		0
7.25		0
7.26		0
7.27		0
7.28		0
7.29		0
7.3		0
7.31		0
7.32		0
7.33		0
7.34		0
7.35		0
7.36		0
7.37		0
7.38		0
7.39		0
7.4		0
7.41		0
7.42		0
7.43		0
7.44		0
7.45		0
7.46		0
7.47		0
7.48		0
7.49		0
7.5		0
7.51		0
7.52		0
7.53		0
7.54		0
7.55		0
7.56		0
7.57		0
7.58		0
7.59		0
7.6		0
7.61		0
7.62		0
7.63		0
7.64		0
7.65		0
7.66		0
7.67		0
7.68		0
7.69		0
7.7		0
7.71		0
7.72		0
7.73		0
7.74		0
7.75		0
7.76		7.36E-04
7.77		0.00177
7.78		0.00268
7.79		0.0036
7.8		0.00454
7.81		0.00552
7.82		0.00652
7.83		0.00755
7.84		0.00861
7.85		0.0097
7.86		0.01081
7.87		0.01194
7.88		0.01308
7.89		0.01425
7.9		0.01543
7.91		0.01662
7.92		0.01783
7.93		0.01905
7.94		0.02028
7.95		0.02152
7.96		0.02276
7.97		0.02401
7.98		0.02527
7.99		0.02653
8		0.0278
8.01		0.02907
8.02		0.03035
8.03		0.03162
8.04		0.0329
8.05		0.03418
8.06		0.03546
8.07		0.03675
8.08		0.03803
8.09		0.03931
8.1		0.04059
8.11		0.04187
8.12		0.04314
8.13		0.04442
8.14		0.04569
8.15		0.04696
8.16		0.04823
8.17		0.0495
8.18		0.05076
8.19		0.05202
8.2		0.05328
8.21		0.05453
8.22		0.05578
8.23		0.05703
8.24		0.05827
8.25		0.05951
8.26		0.06075
8.27		0.06198
8.28		0.0632
8.29		0.06443
8.3		0.06565
8.31		0.06686
8.32		0.06808
8.33		0.06929
8.34		0.07049
8.35		0.07169
8.36		0.07289
8.37		0.07409
8.38		0.07528
8.39		0.07647
8.4		0.07766
8.41		0.07884
8.42		0.08003
8.43		0.08121
8.44		0.08239
8.45		0.08357
8.46		0.08474
8.47		0.08592
8.48		0.0871
8.49		0.08829
8.5		0.08947
8.51		0.09066
8.52		0.09185
8.53		0.09305
8.54		0.09426
8.55		0.09548
8.56		0.09671
8.57		0.09796
8.58		0.09922
8.59		0.10052
8.6		0.10184
8.61		0.10321
8.62		0.10463
8.63		0.10613
8.64		0.10775
8.65		0.10957
8.66		0.11179
8.67		0.11556
8.68		0.11503
8.69		0.11498
8.7		0.11506
8.71		0.1152
8.72		0.11538
8.73		0.11559
8.74		0.11582
8.75		0.11607
8.76		0.11632
8.77		0.11658
8.78		0.11685
8.79		0.11712
8.8		0.11739
8.81		0.11766
8.82		0.11793
8.83		0.1182
8.84		0.11848
8.85		0.11875
8.86		0.11901
8.87		0.11928
8.88		0.11955
8.89		0.11981
8.9		0.12007
8.91		0.12033
8.92		0.12058
8.93		0.12083
8.94		0.12108
8.95		0.12133
8.96		0.12157
8.97		0.12181
8.98		0.12204
8.99		0.12227
9		0.1225
9.01		0.12272
9.02		0.12295
9.03		0.12316
9.04		0.12338
9.05		0.12358
9.06		0.12379
9.07		0.12399
9.08		0.12419
9.09		0.12438
9.1		0.12457
9.11		0.12475
9.12		0.12493
9.13		0.1251
9.14		0.12527
9.15		0.12542
9.16		0.12557
9.17		0.12571
9.18		0.12582
9.19		0.12594
9.2		0.12606
9.21		0.12617
9.22		0.12629
9.23		0.1264
9.24		0.12651
9.25		0.12663
9.26		0.12674
9.27		0.12685
9.28		0.12697
9.29		0.12708
9.3		0.1272
9.31		0.12731
9.32		0.12742
9.33		0.12754
9.34		0.12765
9.35		0.12777
9.36		0.12789
9.37		0.128
9.38		0.12812
9.39		0.12824
9.4		0.12836
9.41		0.12848
9.42		0.1286
9.43		0.12872
9.44		0.12884
9.45		0.12896
9.46		0.12909
9.47		0.12921
9.48		0.12934
9.49		0.12946
9.5		0.12959
9.51		0.12972
9.52		0.12984
9.53		0.12997
9.54		0.1301
9.55		0.13023
9.56		0.13036
9.57		0.1305
9.58		0.13063
9.59		0.13076
9.6		0.1309
9.61		0.13104
9.62		0.13117
9.63		0.13131
9.64		0.13145
9.65		0.13159
9.66		0.13173
9.67		0.13187
9.68		0.13201
9.69		0.13215
9.7		0.1323
9.71		0.13244
9.72		0.13259
9.73		0.13273
9.74		0.13288
9.75		0.13303
9.76		0.13318
9.77		0.13332
9.78		0.13347
9.79		0.13362
9.8		0.13377
9.81		0.13392
9.82		0.13407
9.83		0.13422
9.84		0.13436
9.85		0.1345
9.86		0.13465
9.87		0.1348
9.88		0.13495
9.89		0.1351
9.9		0.13526
9.91		0.13542
9.92		0.13559
9.93		0.13575
9.94		0.13592
9.95		0.1361
9.96		0.13628
9.97		0.13646
9.98		0.13664
9.99		0.13683
10		0.13702
10.01		0.13722
10.02		0.13724
10.03		0.13728
10.04		0.13737
10.05		0.13749
10.06		0.13762
10.07		0.13776
10.08		0.13792
10.09		0.13808
10.1		0.13825
10.11		0.13842
10.12		0.1386
10.13		0.13879
10.14		0.13898
10.15		0.13917
10.16		0.13937
10.17		0.13958
10.18		0.13979
10.19		0.14
10.2		0.14022
10.21		0.14044
10.22		0.14067
10.23		0.1409
10.24		0.14113
10.25		0.14137
10.26		0.14161
10.27		0.14186
10.28		0.14211
10.29		0.14237
10.3		0.14263
10.31		0.14289
10.32		0.14316
10.33		0.14344
10.34		0.14372
10.35		0.144
10.36		0.14429
10.37		0.14458
10.38		0.14487
10.39		0.14517
10.4		0.14548
10.41		0.14579
10.42		0.1461
10.43		0.14642
10.44		0.14674
10.45		0.14707
10.46		0.14741
10.47		0.14775
10.48		0.14809
10.49		0.14845
10.5		0.1488
10.51		0.14916
10.52		0.14953
10.53		0.14991
10.54		0.15029
10.55		0.15068
10.56		0.15107
10.57		0.15147
10.58		0.15187
10.59		0.15229
10.6		0.15271
10.61		0.15313
10.62		0.15356
10.63		0.154
10.64		0.15445
10.65		0.15491
10.66		0.15537
10.67		0.15584
10.68		0.15632
10.69		0.1568
10.7		0.1573
10.71		0.1578
10.72		0.15831
10.73		0.15882
10.74		0.15935
10.75		0.15989
10.76		0.16043
10.77		0.16099
10.78		0.16155
10.79		0.16213
10.8		0.16271
10.81		0.16331
10.82		0.16392
10.83		0.16453
10.84		0.16516
10.85		0.1658
10.86		0.16645
10.87		0.16711
10.88		0.16779
10.89		0.16848
10.9		0.16918
10.91		0.16989
10.92		0.17061
10.93		0.17135
10.94		0.1721
10.95		0.17287
10.96		0.17365
10.97		0.17444
10.98		0.17525
10.99		0.17607
11		0.17691
11.01		0.17776
11.02		0.17863
11.03		0.17951
11.04		0.18041
11.05		0.18132
11.06		0.18226
11.07		0.1832
11.08		0.18417
11.09		0.18515
11.1		0.18615
11.11		0.18717
11.12		0.1882
11.13		0.18926
11.14		0.19033
11.15		0.19142
11.16		0.19253
11.17		0.19365
11.18		0.1948
11.19		0.19596
11.2		0.19715
11.21		0.19835
11.22		0.19958
11.23		0.20082
11.24		0.20208
11.25		0.20337
11.26		0.20467
11.27		0.20599
11.28		0.20733
11.29		0.2087
11.3		0.21008
11.31		0.21148
11.32		0.2129
11.33		0.21434
11.34		0.2158
11.35		0.21728
11.36		0.21878
11.37		0.22029
11.38		0.22182
11.39		0.22338
11.4		0.22494
11.41		0.22653
11.42		0.22813
11.43		0.22974
11.44		0.23138
11.45		0.23302
11.46		0.23468
11.47		0.23635
11.48		0.23803
11.49		0.23973
11.5		0.24143
11.51		0.24314
11.52		0.24486
11.53		0.24659
11.54		0.24832
11.55		0.25005
11.56		0.25179
11.57		0.25352
11.58		0.25526
11.59		0.257
11.6		0.25873
11.61		0.26046
11.62		0.26218
11.63		0.26389
11.64		0.26559
11.65		0.26727
11.66		0.26895
11.67		0.27061
11.68		0.27225
11.69		0.27387
11.7		0.27547
11.71		0.27704
11.72		0.27859
11.73		0.28011
11.74		0.28161
11.75		0.28307
11.76		0.28449
11.77		0.28589
11.78		0.28724
11.79		0.28856
11.8		0.28984
11.81		0.29107
11.82		0.29226
11.83		0.29341
11.84		0.29451
11.85		0.29556
11.86		0.29656
11.87		0.29752
11.88		0.29842
11.89		0.29927
11.9		0.30006
11.91		0.30079
11.92		0.30146
11.93		0.30208
11.94		0.30264
11.95		0.30315
11.96		0.30359
11.97		0.30398
11.98		0.30432
11.99		0.3046
12		0.30482
12.01		0.30498
12.02		0.30509
12.03		0.30514
12.04		0.30515
12.05		0.30509
12.06		0.30499
12.07		0.30483
12.08		0.30463
12.09		0.30437
12.1		0.30407
12.11		0.30372
12.12		0.30333
12.13		0.3029
12.14		0.30242
12.15		0.3019
12.16		0.30134
12.17		0.30074
12.18		0.30011
12.19		0.29944
12.2		0.29874
12.21		0.29801
12.22		0.29725
12.23		0.29646
12.24		0.29564
12.25		0.2948
12.26		0.29393
12.27		0.29304
12.28		0.29213
12.29		0.2912
12.3		0.29026
12.31		0.28929
12.32		0.28831
12.33		0.28732
12.34		0.28631
12.35		0.28529
12.36		0.28426
12.37		0.28322
12.38		0.28218
12.39		0.28112
12.4		0.28006
12.41		0.279
12.42		0.27793
12.43		0.27686
12.44		0.27578
12.45		0.2747
12.46		0.27363
12.47		0.27255
12.48		0.27147
12.49		0.2704
12.5		0.26932
12.51		0.26825
12.52		0.26718
12.53		0.26612
12.54		0.26506
12.55		0.26401
12.56		0.26296
12.57		0.26191
12.58		0.26087
12.59		0.25984
12.6		0.25882
12.61		0.2578
12.62		0.25679
12.63		0.25578
12.64		0.25479
12.65		0.2538
12.66		0.25282
12.67		0.25185
12.68		0.25089
12.69		0.24994
12.7		0.24899
12.71		0.24806
12.72		0.24713
12.73		0.24622
12.74		0.24531
12.75		0.24441
12.76		0.24353
12.77		0.24265
12.78		0.24178
12.79		0.24092
12.8		0.24007
12.81		0.23923
12.82		0.2384
12.83		0.23758
12.84		0.23677
12.85		0.23597
12.86		0.23518
12.87		0.2344
12.88		0.23363
12.89		0.23287
12.9		0.23212
12.91		0.23137
12.92		0.23064
12.93		0.22992
12.94		0.2292
12.95		0.2285
12.96		0.2278
12.97		0.22711
12.98		0.22643
12.99		0.22576
13		0.2251
13.01		0.22445
13.02		0.22381
13.03		0.22317
13.04		0.22255
13.05		0.22193
13.06		0.22132
13.07		0.22072
13.08		0.22013
13.09		0.21954
13.1		0.21896
13.11		0.2184
13.12		0.21783
13.13		0.21728
13.14		0.21673
13.15		0.2162
13.16		0.21567
13.17		0.21514
13.18		0.21463
13.19		0.21412
13.2		0.21361
13.21		0.21312
13.22		0.21263
13.23		0.21215
13.24		0.21167
13.25		0.2112
13.26		0.21074
13.27		0.21029
13.28		0.20984
13.29		0.20939
13.3		0.20896
13.31		0.20853
13.32		0.2081
13.33		0.20768
13.34		0.20727
13.35		0.20686
13.36		0.20646
13.37		0.20606
13.38		0.20567
13.39		0.20528
13.4		0.2049
13.41		0.20453
13.42		0.20416
13.43		0.20379
13.44		0.20343
13.45		0.20308
13.46		0.20273
13.47		0.20238
13.48		0.20204
13.49		0.2017
13.5		0.20137
13.51		0.20104
13.52		0.20072
13.53		0.2004
13.54		0.20008
13.55		0.19977
13.56		0.19946
13.57		0.19916
13.58		0.19886
13.59		0.19856
13.6		0.19827
13.61		0.19798
13.62		0.1977
13.63		0.19742
13.64		0.19714
13.65		0.19687
13.66		0.1966
13.67		0.19633
13.68		0.19607
13.69		0.19581
13.7		0.19555
13.71		0.1953
13.72		0.19505
13.73		0.1948
13.74		0.19455
13.75		0.19431
13.76		0.19407
13.77		0.19384
13.78		0.19361
13.79		0.19338
13.8		0.19315
13.81		0.19293
13.82		0.1927
13.83		0.19249
13.84		0.19227
13.85		0.19206
13.86		0.19185
13.87		0.19164
13.88		0.19143
13.89		0.19123
13.9		0.19103
13.91		0.19084
13.92		0.19064
13.93		0.19045
13.94		0.19026
13.95		0.19007
13.96		0.18989
13.97		0.18971
13.98		0.18953
13.99		0.18935
14		0.18918
14.01		0.18901
14.02		0.18884
14.03		0.18867
14.04		0.18851
14.05		0.18835
14.06		0.18819
14.07		0.18803
14.08		0.18788
14.09		0.18773
14.1		0.18758
14.11		0.18744
14.12		0.1873
14.13		0.18716
14.14		0.18703
14.15		0.1869
14.16		0.18677
14.17		0.18664
14.18		0.18652
14.19		0.18641
14.2		0.1863
14.21		0.18619
14.22		0.18608
14.23		0.18599
14.24		0.18589
14.25		0.18581
14.26		0.18573
14.27		0.18565
14.28		0.18559
14.29		0.18554
14.3		0.1855
14.31		0.18548
14.32		0.18547
14.33		0.1855
14.34		0.18558
14.35		0.18576
14.36		0.18605
14.37		0.18568
14.38		0.18538
14.39		0.18511
14.4		0.18484
14.41		0.18459
14.42		0.18434
14.43		0.1841
14.44		0.18387
14.45		0.18364
14.46		0.18342
14.47		0.1832
14.48		0.18298
14.49		0.18277
14.5		0.18256
14.51		0.18235
14.52		0.18215
14.53		0.18194
14.54		0.18174
14.55		0.18155
14.56		0.18135
14.57		0.18116
14.58		0.18097
14.59		0.18078
14.6		0.1806
14.61		0.18042
14.62		0.18023
14.63		0.18005
14.64		0.17988
14.65		0.1797
14.66		0.17953
14.67		0.17936
14.68		0.17919
14.69		0.17902
14.7		0.17885
14.71		0.17869
14.72		0.17852
14.73		0.17836
14.74		0.1782
14.75		0.17804
14.76		0.17789
14.77		0.17773
14.78		0.17758
14.79		0.17742
14.8		0.17727
14.81		0.17713
14.82		0.17698
14.83		0.17683
14.84		0.17669
14.85		0.17654
14.86		0.1764
14.87		0.17626
14.88		0.17612
14.89		0.17598
14.9		0.17585
14.91		0.17571
14.92		0.17558
14.93		0.17545
14.94		0.17532
14.95		0.17519
14.96		0.17506
14.97		0.17493
14.98		0.17481
14.99		0.17468
15		0.17456
15.01		0.17444
15.02		0.17432
15.03		0.1742
15.04		0.17408
15.05		0.17397
15.06		0.17385
15.07		0.17374
15.08		0.17362
15.09		0.17351
15.1		0.1734
15.11		0.17329
15.12		0.17319
15.13		0.17308
15.14		0.17298
15.15		0.17287
15.16		0.17277
15.17		0.17267
15.18		0.17257
15.19		0.17247
15.2		0.17237
15.21		0.17228
15.22		0.17218
15.23		0.17209
15.24		0.172
15.25		0.17191
15.26		0.17182
15.27		0.17173
15.28		0.17164
15.29		0.17156
15.3		0.17147
15.31		0.17139
15.32		0.17131
15.33		0.17123
15.34		0.17115
15.35		0.17107
15.36		0.171
15.37		0.17092
15.38		0.17085
15.39		0.17078
15.4		0.17071
15.41		0.17064
15.42		0.17057
15.43		0.1705
15.44		0.17044
15.45		0.17038
15.46		0.17032
15.47		0.17026
15.48		0.1702
15.49		0.17014
15.5		0.17008
15.51		0.17003
15.52		0.16998
15.53		0.16993
15.54		0.16988
15.55		0.16983
15.56		0.16978
15.57		0.16974
15.58		0.1697
15.59		0.16965
15.6		0.16961
15.61		0.16958
15.62		0.16954
15.63		0.16951
15.64		0.16947
15.65		0.16944
15.66		0.16941
15.67		0.16938
15.68		0.16936
15.69		0.16933
15.7		0.16931
15.71		0.16929
15.72		0.16927
15.73		0.16925
15.74		0.16924
15.75		0.16922
15.76		0.16921
15.77		0.1692
15.78		0.16919
15.79		0.16919
15.8		0.16918
15.81		0.16918
15.82		0.16918
15.83		0.16918
15.84		0.16918
15.85		0.16918
15.86		0.16919
15.87		0.1692
15.88		0.16921
15.89		0.16922
15.9		0.16923
15.91		0.16925
15.92		0.16927
15.93		0.16928
15.94		0.1693
15.95		0.16933
15.96		0.16935
15.97		0.16938
15.98		0.1694
15.99		0.16943
16		0.16946
16.01		0.1695
16.02		0.16953
16.03		0.16957
16.04		0.16961
16.05		0.16965
16.06		0.16969
16.07		0.16973
16.08		0.16977
16.09		0.16982
16.1		0.16987
16.11		0.16992
16.12		0.16997
16.13		0.17002
16.14		0.17008
16.15		0.17013
16.16		0.17019
16.17		0.17025
16.18		0.17031
16.19		0.17037
16.2		0.17043
16.21		0.1705
16.22		0.17056
16.23		0.17063
16.24		0.1707
16.25		0.17077
16.26		0.17084
16.27		0.17091
16.28		0.17098
16.29		0.17106
16.3		0.17114
16.31		0.17121
16.32		0.17129
16.33		0.17137
16.34		0.17145
16.35		0.17153
16.36		0.17162
16.37		0.1717
16.38		0.17178
16.39		0.17187
16.4		0.17196
16.41		0.17204
16.42		0.17213
16.43		0.17222
16.44		0.17231
16.45		0.1724
16.46		0.1725
16.47		0.17259
16.48		0.17268
16.49		0.17278
16.5		0.17287
16.51		0.17297
16.52		0.17307
16.53		0.17316
16.54		0.17326
16.55		0.17336
16.56		0.17346
16.57		0.17356
16.58		0.17366
16.59		0.17376
16.6		0.17386
16.61		0.17396
16.62		0.17407
16.63		0.17417
16.64		0.17427
16.65		0.17438
16.66		0.17448
16.67		0.17458
16.68		0.17469
16.69		0.17479
16.7		0.1749
16.71		0.17501
16.72		0.17511
16.73		0.17522
16.74		0.17533
16.75		0.17543
16.76		0.17554
16.77		0.17565
16.78		0.17576
16.79		0.17586
16.8		0.17597
16.81		0.17608
16.82		0.17619
16.83		0.1763
16.84		0.17641
16.85		0.17651
16.86		0.17662
16.87		0.17673
16.88		0.17684
16.89		0.17695
16.9		0.17706
16.91		0.17717
16.92		0.17728
16.93		0.17739
16.94		0.1775
16.95		0.17761
16.96		0.17772
16.97		0.17783
16.98		0.17794
16.99		0.17805
17		0.17816
17.01		0.17827
17.02		0.17838
17.03		0.17849
17.04		0.17859
17.05		0.1787
17.06		0.17881
17.07		0.17892
17.08		0.17903
17.09		0.17914
17.1		0.17925
17.11		0.17936
17.12		0.17947
17.13		0.17957
17.14		0.17968
17.15		0.17979
17.16		0.1799
17.17		0.18001
17.18		0.18012
17.19		0.18022
17.2		0.18033
17.21		0.18044
17.22		0.18055
17.23		0.18065
17.24		0.18076
17.25		0.18087
17.26		0.18097
17.27		0.18108
17.28		0.18118
17.29		0.18129
17.3		0.1814
17.31		0.1815
17.32		0.18161
17.33		0.18171
17.34		0.18182
17.35		0.18192
17.36		0.18203
17.37		0.18213
17.38		0.18224
17.39		0.18234
17.4		0.18244
17.41		0.18255
17.42		0.18265
17.43		0.18275
17.44		0.18286
17.45		0.18296
17.46		0.18306
17.47		0.18316
17.48		0.18326
17.49		0.18337
17.5		0.18347
17.51		0.18357
17.52		0.18367
17.53		0.18377
17.54		0.18387
17.55		0.18397
17.56		0.18407
17.57		0.18417
17.58		0.18427
17.59		0.18437
17.6		0.18446
17.61		0.18456
17.62		0.18466
17.63		0.18476
17.64		0.18486
17.65		0.18495
17.66		0.18505
17.67		0.18515
17.68		0.18524
17.69		0.18534
17.7		0.18544
17.71		0.18553
17.72		0.18563
17.73		0.18572
17.74		0.18582
17.75		0.18591
17.76		0.18601
17.77		0.1861
17.78		0.18619
17.79		0.18629
17.8		0.18638
17.81		0.18647
17.82		0.18656
17.83		0.18666
17.84		0.18675
17.85		0.18684
17.86		0.18693
17.87		0.18702
17.88		0.18711
17.89		0.1872
17.9		0.18729
17.91		0.18738
17.92		0.18747
17.93		0.18756
17.94		0.18765
17.95		0.18773
17.96		0.18782
17.97		0.18791
17.98		0.188
17.99		0.18808
18		0.18817
18.01		0.18826
18.02		0.18834
18.03		0.18843
18.04		0.18851
18.05		0.1886
18.06		0.18868
