#Excitation cross sections for N2 from the X_1Σg+ state to a'_1Σu- state		
Energy (eV)	Cross section(Å^2) 
4.43		0
4.44		0
4.45		0
4.46		0
4.47		0
4.48		0
4.49		0
4.5		0
4.51		0
4.52		0
4.53		0
4.54		0
4.55		0
4.56		0
4.57		0
4.58		0
4.59		0
4.6		0
4.61		0
4.62		0
4.63		0
4.64		0
4.65		0
4.66		0
4.67		0
4.68		0
4.69		0
4.7		0
4.71		0
4.72		0
4.73		0
4.74		0
4.75		0
4.76		0
4.77		0
4.78		0
4.79		0
4.8		0
4.81		0
4.82		0
4.83		0
4.84		0
4.85		0
4.86		0
4.87		0
4.88		0
4.89		0
4.9		0
4.91		0
4.92		0
4.93		0
4.94		0
4.95		0
4.96		0
4.97		0
4.98		0
4.99		0
5		0
5.01		0
5.02		0
5.03		0
5.04		0
5.05		0
5.06		0
5.07		0
5.08		0
5.09		0
5.1		0
5.11		0
5.12		0
5.13		0
5.14		0
5.15		0
5.16		0
5.17		0
5.18		0
5.19		0
5.2		0
5.21		0
5.22		0
5.23		0
5.24		0
5.25		0
5.26		0
5.27		0
5.28		0
5.29		0
5.3		0
5.31		0
5.32		0
5.33		0
5.34		0
5.35		0
5.36		0
5.37		0
5.38		0
5.39		0
5.4		0
5.41		0
5.42		0
5.43		0
5.44		0
5.45		0
5.46		0
5.47		0
5.48		0
5.49		0
5.5		0
5.51		0
5.52		0
5.53		0
5.54		0
5.55		0
5.56		0
5.57		0
5.58		0
5.59		0
5.6		0
5.61		0
5.62		0
5.63		0
5.64		0
5.65		0
5.66		0
5.67		0
5.68		0
5.69		0
5.7		0
5.71		0
5.72		0
5.73		0
5.74		0
5.75		0
5.76		0
5.77		0
5.78		0
5.79		0
5.8		0
5.81		0
5.82		0
5.83		0
5.84		0
5.85		0
5.86		0
5.87		0
5.88		0
5.89		0
5.9		0
5.91		0
5.92		0
5.93		0
5.94		0
5.95		0
5.96		0
5.97		0
5.98		0
5.99		0
6		0
6.01		0
6.02		0
6.03		0
6.04		0
6.05		0
6.06		0
6.07		0
6.08		0
6.09		0
6.1		0
6.11		0
6.12		0
6.13		0
6.14		0
6.15		0
6.16		0
6.17		0
6.18		0
6.19		0
6.2		0
6.21		0
6.22		0
6.23		0
6.24		0
6.25		0
6.26		0
6.27		0
6.28		0
6.29		0
6.3		0
6.31		0
6.32		0
6.33		0
6.34		0
6.35		0
6.36		0
6.37		0
6.38		0
6.39		0
6.4		0
6.41		0
6.42		0
6.43		0
6.44		0
6.45		0
6.46		0
6.47		0
6.48		0
6.49		0
6.5		0
6.51		0
6.52		0
6.53		0
6.54		0
6.55		0
6.56		0
6.57		0
6.58		0
6.59		0
6.6		0
6.61		0
6.62		0
6.63		0
6.64		0
6.65		0
6.66		0
6.67		0
6.68		0
6.69		0
6.7		0
6.71		0
6.72		0
6.73		0
6.74		0
6.75		0
6.76		0
6.77		0
6.78		0
6.79		0
6.8		0
6.81		0
6.82		0
6.83		0
6.84		0
6.85		0
6.86		0
6.87		0
6.88		0
6.89		0
6.9		0
6.91		0
6.92		0
6.93		0
6.94		0
6.95		0
6.96		0
6.97		0
6.98		0
6.99		0
7		0
7.01		0
7.02		0
7.03		0
7.04		0
7.05		0
7.06		0
7.07		0
7.08		0
7.09		0
7.1		0
7.11		0
7.12		0
7.13		0
7.14		0
7.15		0
7.16		0
7.17		0
7.18		0
7.19		0
7.2		0
7.21		0
7.22		0
7.23		0
7.24		0
7.25		0
7.26		0
7.27		0
7.28		0
7.29		0
7.3		0
7.31		0
7.32		0
7.33		0
7.34		0
7.35		0
7.36		0
7.37		0
7.38		0
7.39		0
7.4		0
7.41		0
7.42		0
7.43		0
7.44		0
7.45		0
7.46		0
7.47		0
7.48		0
7.49		0
7.5		0
7.51		0
7.52		0
7.53		0
7.54		0
7.55		0
7.56		0
7.57		0
7.58		0
7.59		0
7.6		0
7.61		0
7.62		0
7.63		0
7.64		0
7.65		0
7.66		0
7.67		0
7.68		0
7.69		0
7.7		0
7.71		0
7.72		0
7.73		0
7.74		0
7.75		0
7.76		0
7.77		0
7.78		0
7.79		0
7.8		0
7.81		0
7.82		0
7.83		0
7.84		0
7.85		0
7.86		0
7.87		0
7.88		0
7.89		0
7.9		0
7.91		0
7.92		0
7.93		0
7.94		0
7.95		0
7.96		0
7.97		0
7.98		0
7.99		0
8		0
8.01		0
8.02		0
8.03		0
8.04		0
8.05		0
8.06		0
8.07		0
8.08		0
8.09		0
8.1		0
8.11		0
8.12		0
8.13		0
8.14		0
8.15		0
8.16		0
8.17		0
8.18		0
8.19		0
8.2		0
8.21		0
8.22		0
8.23		0
8.24		0
8.25		0
8.26		0
8.27		0
8.28		0
8.29		0
8.3		0
8.31		0
8.32		0
8.33		0
8.34		0
8.35		0
8.36		0
8.37		0
8.38		0
8.39		0
8.4		0
8.41		0
8.42		0
8.43		0
8.44		0
8.45		0
8.46		0
8.47		0
8.48		0
8.49		0
8.5		0
8.51		0
8.52		0
8.53		0
8.54		0
8.55		0
8.56		0
8.57		0
8.58		0
8.59		0
8.6		0
8.61		0
8.62		0
8.63		0
8.64		0
8.65		0
8.66		0
8.67		0
8.68		0
8.69		0
8.7		0
8.71		0
8.72		0
8.73		0
8.74		0
8.75		0
8.76		0
8.77		0
8.78		0
8.79		0
8.8		0
8.81		0
8.82		0
8.83		0
8.84		0
8.85		0
8.86		0
8.87		0
8.88		0
8.89		0
8.9		0
8.91		0
8.92		0
8.93		0
8.94		0
8.95		0
8.96		0
8.97		0
8.98		0
8.99		0
9		0
9.01		0
9.02		0
9.03		0
9.04		0
9.05		0
9.06		0
9.07		0
9.08		0
9.09		0
9.1		0
9.11		0
9.12		0
9.13		0
9.14		0
9.15		0
9.16		0
9.17		0
9.18		0
9.19		0
9.2		0
9.21		0
9.22		0
9.23		0
9.24		0
9.25		0
9.26		0
9.27		0
9.28		0
9.29		0
9.3		0
9.31		0
9.32		0
9.33		0
9.34		0
9.35		0
9.36		0
9.37		0
9.38		0
9.39		0
9.4		0
9.41		0
9.42		0
9.43		0
9.44		0
9.45		0
9.46		0
9.47		0
9.48		0
9.49		0
9.5		0
9.51		0
9.52		0
9.53		0
9.54		0
9.55		0
9.56		0
9.57		0
9.58		0
9.59		0
9.6		0
9.61		0
9.62		0
9.63		0
9.64		0
9.65		0
9.66		0
9.67		0
9.68		0
9.69		0
9.7		0
9.71		0
9.72		0
9.73		0
9.74		0
9.75		0
9.76		0
9.77		0
9.78		0
9.79		0
9.8		0
9.81		0
9.82		0
9.83		0
9.84		0
9.85		0
9.86		0
9.87		0
9.88		0
9.89		0
9.9		0
9.91		0
9.92		0
9.93		0
9.94		0
9.95		0
9.96		0
9.97		0
9.98		0
9.99		0
10		0
10.01		0
10.02		0
10.03		0
10.04		0
10.05		0
10.06		0
10.07		0
10.08		0
10.09		0
10.1		0
10.11		0
10.12		0
10.13		0
10.14		0
10.15		0
10.16		0
10.17		0
10.18		0
10.19		0
10.2		0
10.21		0
10.22		0
10.23		0
10.24		0
10.25		0
10.26		0
10.27		0
10.28		0
10.29		0
10.3		0
10.31		0
10.32		0
10.33		0
10.34		0
10.35		0
10.36		0
10.37		0
10.38		0
10.39		0
10.4		0
10.41		1.36E-06
10.42		1.56E-05
10.43		3.75E-05
10.44		6.47E-05
10.45		9.62E-05
10.46		1.31E-04
10.47		1.69E-04
10.48		2.10E-04
10.49		2.53E-04
10.5		2.98E-04
10.51		3.46E-04
10.52		3.95E-04
10.53		4.46E-04
10.54		4.99E-04
10.55		5.53E-04
10.56		6.08E-04
10.57		6.65E-04
10.58		7.23E-04
10.59		7.82E-04
10.6		8.42E-04
10.61		9.04E-04
10.62		9.66E-04
10.63		0.00103
10.64		0.00109
10.65		0.00116
10.66		0.00123
10.67		0.00129
10.68		0.00136
10.69		0.00143
10.7		0.00151
10.71		0.00158
10.72		0.00165
10.73		0.00173
10.74		0.0018
10.75		0.00187
10.76		0.00195
10.77		0.00202
10.78		0.0021
10.79		0.00217
10.8		0.00225
10.81		0.00233
10.82		0.0024
10.83		0.00248
10.84		0.00255
10.85		0.00263
10.86		0.00271
10.87		0.00279
10.88		0.00286
10.89		0.00294
10.9		0.00302
10.91		0.0031
10.92		0.00318
10.93		0.00326
10.94		0.00333
10.95		0.00341
10.96		0.00349
10.97		0.00358
10.98		0.00366
10.99		0.00374
11		0.00382
11.01		0.0039
11.02		0.00398
11.03		0.00407
11.04		0.00415
11.05		0.00423
11.06		0.00432
11.07		0.0044
11.08		0.00449
11.09		0.00457
11.1		0.00466
11.11		0.00475
11.12		0.00483
11.13		0.00492
11.14		0.00501
11.15		0.0051
11.16		0.00519
11.17		0.00528
11.18		0.00538
11.19		0.00547
11.2		0.00556
11.21		0.00566
11.22		0.00576
11.23		0.00585
11.24		0.00595
11.25		0.00605
11.26		0.00615
11.27		0.00625
11.28		0.00636
11.29		0.00646
11.3		0.00657
11.31		0.00667
11.32		0.00678
11.33		0.00689
11.34		0.007
11.35		0.00711
11.36		0.00723
11.37		0.00734
11.38		0.00746
11.39		0.00758
11.4		0.0077
11.41		0.00782
11.42		0.00794
11.43		0.00807
11.44		0.0082
11.45		0.00832
11.46		0.00845
11.47		0.00859
11.48		0.00872
11.49		0.00886
11.5		0.009
11.51		0.00914
11.52		0.00928
11.53		0.00942
11.54		0.00957
11.55		0.00971
11.56		0.00986
11.57		0.01001
11.58		0.01017
11.59		0.01032
11.6		0.01048
11.61		0.01064
11.62		0.0108
11.63		0.01096
11.64		0.01112
11.65		0.01129
11.66		0.01146
11.67		0.01162
11.68		0.01179
11.69		0.01197
11.7		0.01214
11.71		0.01231
11.72		0.01249
11.73		0.01266
11.74		0.01284
11.75		0.01302
11.76		0.0132
11.77		0.01338
11.78		0.01356
11.79		0.01374
11.8		0.01392
11.81		0.0141
11.82		0.01428
11.83		0.01447
11.84		0.01465
11.85		0.01484
11.86		0.01502
11.87		0.01521
11.88		0.01542
11.89		0.0156
11.9		0.01577
11.91		0.01595
11.92		0.01612
11.93		0.01629
11.94		0.01647
11.95		0.01664
11.96		0.0168
11.97		0.01697
11.98		0.01714
11.99		0.0173
12		0.01746
12.01		0.01762
12.02		0.01777
12.03		0.01793
12.04		0.01808
12.05		0.01823
12.06		0.01838
12.07		0.01852
12.08		0.01866
12.09		0.0188
12.1		0.01894
12.11		0.01907
12.12		0.01921
12.13		0.01934
12.14		0.01946
12.15		0.01959
12.16		0.01971
12.17		0.01983
12.18		0.01994
12.19		0.02005
12.2		0.02016
12.21		0.02027
12.22		0.02038
12.23		0.02048
12.24		0.02058
12.25		0.02068
12.26		0.02078
12.27		0.02087
12.28		0.02096
12.29		0.02105
12.3		0.02113
12.31		0.02122
12.32		0.0213
12.33		0.02138
12.34		0.02146
12.35		0.02153
12.36		0.02161
12.37		0.02168
12.38		0.02175
12.39		0.02182
12.4		0.02188
12.41		0.02195
12.42		0.02201
12.43		0.02207
12.44		0.02213
12.45		0.02219
12.46		0.02225
12.47		0.02231
12.48		0.02236
12.49		0.02241
12.5		0.02247
12.51		0.02252
12.52		0.02257
12.53		0.02262
12.54		0.02266
12.55		0.02271
12.56		0.02275
12.57		0.0228
12.58		0.02284
12.59		0.02288
12.6		0.02293
12.61		0.02297
12.62		0.02301
12.63		0.02305
12.64		0.02308
12.65		0.02312
12.66		0.02316
12.67		0.0232
12.68		0.02323
12.69		0.02327
12.7		0.0233
12.71		0.02333
12.72		0.02337
12.73		0.0234
12.74		0.02343
12.75		0.02346
12.76		0.0235
12.77		0.02353
12.78		0.02356
12.79		0.02359
12.8		0.02362
12.81		0.02364
12.82		0.02367
12.83		0.0237
12.84		0.02373
12.85		0.02376
12.86		0.02378
12.87		0.02381
12.88		0.02384
12.89		0.02386
12.9		0.02389
12.91		0.02391
12.92		0.02394
12.93		0.02396
12.94		0.02398
12.95		0.02401
12.96		0.02403
12.97		0.02405
12.98		0.02407
12.99		0.0241
13		0.02412
13.01		0.02414
13.02		0.02416
13.03		0.02418
13.04		0.0242
13.05		0.02422
13.06		0.02424
13.07		0.02426
13.08		0.02428
13.09		0.02429
13.1		0.02431
13.11		0.02433
13.12		0.02435
13.13		0.02436
13.14		0.02438
13.15		0.02439
13.16		0.02441
13.17		0.02442
13.18		0.02444
13.19		0.02445
13.2		0.02446
13.21		0.02448
13.22		0.02449
13.23		0.0245
13.24		0.02451
13.25		0.02452
13.26		0.02454
13.27		0.02455
13.28		0.02456
13.29		0.02457
13.3		0.02457
13.31		0.02458
13.32		0.02459
13.33		0.0246
13.34		0.02461
13.35		0.02461
13.36		0.02462
13.37		0.02463
13.38		0.02463
13.39		0.02464
13.4		0.02464
13.41		0.02464
13.42		0.02465
13.43		0.02465
13.44		0.02466
13.45		0.02466
13.46		0.02466
13.47		0.02466
13.48		0.02466
13.49		0.02467
13.5		0.02467
13.51		0.02467
13.52		0.02467
13.53		0.02467
13.54		0.02467
13.55		0.02467
13.56		0.02467
13.57		0.02466
13.58		0.02466
13.59		0.02466
13.6		0.02466
13.61		0.02466
13.62		0.02466
13.63		0.02465
13.64		0.02465
13.65		0.02465
13.66		0.02465
13.67		0.02464
13.68		0.02464
13.69		0.02464
13.7		0.02464
13.71		0.02463
13.72		0.02463
13.73		0.02463
13.74		0.02463
13.75		0.02462
13.76		0.02462
13.77		0.02462
13.78		0.02462
13.79		0.02461
13.8		0.02461
13.81		0.02461
13.82		0.02461
13.83		0.02461
13.84		0.02461
13.85		0.0246
13.86		0.0246
13.87		0.0246
13.88		0.0246
13.89		0.0246
13.9		0.0246
13.91		0.02461
13.92		0.02461
13.93		0.02461
13.94		0.02461
13.95		0.02461
13.96		0.02462
13.97		0.02462
13.98		0.02463
13.99		0.02463
14		0.02464
14.01		0.02464
14.02		0.02465
14.03		0.02465
14.04		0.02466
14.05		0.02467
14.06		0.02468
14.07		0.02469
14.08		0.0247
14.09		0.02471
14.1		0.02472
14.11		0.02474
14.12		0.02475
14.13		0.02477
14.14		0.02478
14.15		0.0248
14.16		0.02482
14.17		0.02484
14.18		0.02486
14.19		0.02488
14.2		0.0249
14.21		0.02493
14.22		0.02495
14.23		0.02498
14.24		0.02501
14.25		0.02504
14.26		0.02508
14.27		0.02511
14.28		0.02515
14.29		0.0252
14.3		0.02525
14.31		0.0253
14.32		0.02536
14.33		0.02543
14.34		0.02552
14.35		0.02564
14.36		0.02577
14.37		0.0257
14.38		0.02565
14.39		0.02561
14.4		0.02558
14.41		0.02556
14.42		0.02553
14.43		0.02551
14.44		0.02549
14.45		0.02548
14.46		0.02547
14.47		0.02545
14.48		0.02544
14.49		0.02543
14.5		0.02542
14.51		0.02542
14.52		0.02541
14.53		0.0254
14.54		0.0254
14.55		0.0254
14.56		0.02539
14.57		0.02539
14.58		0.02539
14.59		0.02539
14.6		0.02539
14.61		0.0254
14.62		0.0254
14.63		0.0254
14.64		0.02541
14.65		0.02541
14.66		0.02542
14.67		0.02542
14.68		0.02543
14.69		0.02544
14.7		0.02544
14.71		0.02545
14.72		0.02546
14.73		0.02547
14.74		0.02548
14.75		0.0255
14.76		0.02551
14.77		0.02552
14.78		0.02554
14.79		0.02555
14.8		0.02557
14.81		0.02558
14.82		0.0256
14.83		0.02561
14.84		0.02563
14.85		0.02565
14.86		0.02567
14.87		0.02569
14.88		0.02571
14.89		0.02573
14.9		0.02575
14.91		0.02577
14.92		0.0258
14.93		0.02582
14.94		0.02584
14.95		0.02587
14.96		0.02589
14.97		0.02592
14.98		0.02595
14.99		0.02598
15		0.026
15.01		0.02603
15.02		0.02606
15.03		0.02609
15.04		0.02612
15.05		0.02616
15.06		0.02619
15.07		0.02622
15.08		0.02625
15.09		0.02629
15.1		0.02632
15.11		0.02636
15.12		0.0264
15.13		0.02643
15.14		0.02647
15.15		0.02651
15.16		0.02655
15.17		0.02659
15.18		0.02663
15.19		0.02667
15.2		0.02672
15.21		0.02676
15.22		0.0268
15.23		0.02685
15.24		0.02689
15.25		0.02694
15.26		0.02699
15.27		0.02703
15.28		0.02708
15.29		0.02713
15.3		0.02718
15.31		0.02723
15.32		0.02728
15.33		0.02733
15.34		0.02739
15.35		0.02744
15.36		0.0275
15.37		0.02755
15.38		0.02761
15.39		0.02766
15.4		0.02772
15.41		0.02778
15.42		0.02784
15.43		0.0279
15.44		0.02796
15.45		0.02802
15.46		0.02808
15.47		0.02814
15.48		0.0282
15.49		0.02827
15.5		0.02833
15.51		0.02839
15.52		0.02846
15.53		0.02852
15.54		0.02859
15.55		0.02866
15.56		0.02873
15.57		0.02879
15.58		0.02886
15.59		0.02893
15.6		0.029
15.61		0.02907
15.62		0.02914
15.63		0.02921
15.64		0.02929
15.65		0.02936
15.66		0.02943
15.67		0.0295
15.68		0.02958
15.69		0.02965
15.7		0.02972
15.71		0.0298
15.72		0.02987
15.73		0.02995
15.74		0.03002
15.75		0.0301
15.76		0.03017
15.77		0.03025
15.78		0.03033
15.79		0.0304
15.8		0.03048
15.81		0.03055
15.82		0.03063
15.83		0.03071
15.84		0.03078
15.85		0.03086
15.86		0.03094
15.87		0.03101
15.88		0.03109
15.89		0.03117
15.9		0.03124
15.91		0.03132
15.92		0.03139
15.93		0.03147
15.94		0.03155
15.95		0.03162
15.96		0.0317
15.97		0.03177
15.98		0.03185
15.99		0.03192
16		0.03199
16.01		0.03207
16.02		0.03214
16.03		0.03221
16.04		0.03229
16.05		0.03236
16.06		0.03243
16.07		0.0325
16.08		0.03257
16.09		0.03264
16.1		0.03271
16.11		0.03278
16.12		0.03285
16.13		0.03292
16.14		0.03299
16.15		0.03306
16.16		0.03312
16.17		0.03319
16.18		0.03326
16.19		0.03332
16.2		0.03339
16.21		0.03345
16.22		0.03351
16.23		0.03358
16.24		0.03364
16.25		0.0337
16.26		0.03376
16.27		0.03382
16.28		0.03388
16.29		0.03394
16.3		0.034
16.31		0.03406
16.32		0.03411
16.33		0.03417
16.34		0.03422
16.35		0.03428
16.36		0.03433
16.37		0.03439
16.38		0.03444
16.39		0.03449
16.4		0.03454
16.41		0.03459
16.42		0.03465
16.43		0.03469
16.44		0.03474
16.45		0.03479
16.46		0.03484
16.47		0.03489
16.48		0.03493
16.49		0.03498
16.5		0.03502
16.51		0.03507
16.52		0.03511
16.53		0.03515
16.54		0.0352
16.55		0.03524
16.56		0.03528
16.57		0.03532
16.58		0.03536
16.59		0.0354
16.6		0.03544
16.61		0.03548
16.62		0.03551
16.63		0.03555
16.64		0.03559
16.65		0.03562
16.66		0.03564
16.67		0.0357
16.68		0.03572
16.69		0.03576
16.7		0.03579
16.71		0.03582
16.72		0.03586
16.73		0.03589
16.74		0.03592
16.75		0.03595
16.76		0.03598
16.77		0.03601
16.78		0.03604
16.79		0.03606
16.8		0.03609
16.81		0.03612
16.82		0.03615
16.83		0.03617
16.84		0.0362
16.85		0.03622
16.86		0.03625
16.87		0.03627
16.88		0.0363
16.89		0.03632
16.9		0.03634
16.91		0.03637
16.92		0.03639
16.93		0.03641
16.94		0.03643
16.95		0.03645
16.96		0.03647
16.97		0.03649
16.98		0.03651
16.99		0.03653
17		0.03655
17.01		0.03657
17.02		0.03659
17.03		0.03661
17.04		0.03663
17.05		0.03664
17.06		0.03666
17.07		0.03668
17.08		0.03669
17.09		0.03671
17.1		0.03672
17.11		0.03674
17.12		0.03675
17.13		0.03677
17.14		0.03678
17.15		0.0368
17.16		0.03681
17.17		0.03683
17.18		0.03684
17.19		0.03685
17.2		0.03686
17.21		0.03688
17.22		0.03689
17.23		0.0369
17.24		0.03691
17.25		0.03692
17.26		0.03693
17.27		0.03694
17.28		0.03695
17.29		0.03696
17.3		0.03697
17.31		0.03698
17.32		0.03699
17.33		0.037
17.34		0.03701
17.35		0.03702
17.36		0.03703
17.37		0.03704
17.38		0.03705
17.39		0.03705
17.4		0.03706
17.41		0.03707
17.42		0.03707
17.43		0.03708
17.44		0.03709
17.45		0.03709
17.46		0.0371
17.47		0.03711
17.48		0.03711
17.49		0.03712
17.5		0.03712
17.51		0.03713
17.52		0.03713
17.53		0.03714
17.54		0.03714
17.55		0.03715
17.56		0.03715
17.57		0.03716
17.58		0.03716
17.59		0.03716
17.6		0.03717
17.61		0.03717
17.62		0.03717
17.63		0.03718
17.64		0.03718
17.65		0.03718
17.66		0.03718
17.67		0.03719
17.68		0.03719
17.69		0.03719
17.7		0.03719
17.71		0.03719
17.72		0.0372
17.73		0.0372
17.74		0.0372
17.75		0.0372
17.76		0.0372
17.77		0.0372
17.78		0.0372
17.79		0.0372
17.8		0.0372
17.81		0.0372
17.82		0.0372
17.83		0.0372
17.84		0.0372
17.85		0.0372
17.86		0.0372
17.87		0.0372
17.88		0.0372
17.89		0.0372
17.9		0.0372
17.91		0.03719
17.92		0.03719
17.93		0.03719
17.94		0.03719
17.95		0.03719
17.96		0.03718
17.97		0.03718
17.98		0.03718
17.99		0.03718
18		0.03718
18.01		0.03717
18.02		0.03717
18.03		0.03717
18.04		0.03716
18.05		0.03716
18.06		0.03716
18.07		0.03715
18.08		0.03715
18.09		0.03715
18.1		0.03714
18.11		0.03714
18.12		0.03713
18.13		0.03713
18.14		0.03713
18.15		0.03712
18.16		0.03712
18.17		0.03711
18.18		0.03711
18.19		0.0371
18.2		0.0371
18.21		0.03709
18.22		0.03709
18.23		0.03708
18.24		0.03708
18.25		0.03707
18.26		0.03706
18.27		0.03706
18.28		0.03705
18.29		0.03705
18.3		0.03704
18.31		0.03703
18.32		0.03703
18.33		0.03702
18.34		0.03701
18.35		0.03701
18.36		0.037
18.37		0.03699
18.38		0.03699
18.39		0.03698
18.4		0.03697
18.41		0.03696
18.42		0.03696
18.43		0.03695
18.44		0.03694
18.45		0.03693
18.46		0.03693
18.47		0.03692
18.48		0.03691
18.49		0.0369
18.5		0.03689
18.51		0.03689
18.52		0.03688
18.53		0.03687
18.54		0.03686
18.55		0.03685
18.56		0.03684
18.57		0.03684
18.58		0.03683
18.59		0.03682
18.6		0.03681
18.61		0.0368
18.62		0.03679
18.63		0.03678
18.64		0.03677
18.65		0.03676
18.66		0.03675
18.67		0.03674
18.68		0.03673
18.69		0.03672
18.7		0.03671
18.71		0.0367
18.72		0.03669
18.73		0.03668
18.74		0.03667
18.75		0.03666
18.76		0.03665
18.77		0.03664
18.78		0.03663
18.79		0.03662
18.8		0.03661
18.81		0.0366
18.82		0.03659
18.83		0.03658
18.84		0.03656
18.85		0.03655
18.86		0.03654
18.87		0.03653
18.88		0.03652
18.89		0.03651
