#Excitation cross sections for N2 from the X_1Σg+ state to a_1Πg state		
Energy (eV)	Cross section(Å^2) 
4.44		0
4.45		0
4.46		0
4.47		0
4.48		0
4.49		0
4.5		0
4.51		0
4.52		0
4.53		0
4.54		0
4.55		0
4.56		0
4.57		0
4.58		0
4.59		0
4.6		0
4.61		0
4.62		0
4.63		0
4.64		0
4.65		0
4.66		0
4.67		0
4.68		0
4.69		0
4.7		0
4.71		0
4.72		0
4.73		0
4.74		0
4.75		0
4.76		0
4.77		0
4.78		0
4.79		0
4.8		0
4.81		0
4.82		0
4.83		0
4.84		0
4.85		0
4.86		0
4.87		0
4.88		0
4.89		0
4.9		0
4.91		0
4.92		0
4.93		0
4.94		0
4.95		0
4.96		0
4.97		0
4.98		0
4.99		0
5		0
5.01		0
5.02		0
5.03		0
5.04		0
5.05		0
5.06		0
5.07		0
5.08		0
5.09		0
5.1		0
5.11		0
5.12		0
5.13		0
5.14		0
5.15		0
5.16		0
5.17		0
5.18		0
5.19		0
5.2		0
5.21		0
5.22		0
5.23		0
5.24		0
5.25		0
5.26		0
5.27		0
5.28		0
5.29		0
5.3		0
5.31		0
5.32		0
5.33		0
5.34		0
5.35		0
5.36		0
5.37		0
5.38		0
5.39		0
5.4		0
5.41		0
5.42		0
5.43		0
5.44		0
5.45		0
5.46		0
5.47		0
5.48		0
5.49		0
5.5		0
5.51		0
5.52		0
5.53		0
5.54		0
5.55		0
5.56		0
5.57		0
5.58		0
5.59		0
5.6		0
5.61		0
5.62		0
5.63		0
5.64		0
5.65		0
5.66		0
5.67		0
5.68		0
5.69		0
5.7		0
5.71		0
5.72		0
5.73		0
5.74		0
5.75		0
5.76		0
5.77		0
5.78		0
5.79		0
5.8		0
5.81		0
5.82		0
5.83		0
5.84		0
5.85		0
5.86		0
5.87		0
5.88		0
5.89		0
5.9		0
5.91		0
5.92		0
5.93		0
5.94		0
5.95		0
5.96		0
5.97		0
5.98		0
5.99		0
6		0
6.01		0
6.02		0
6.03		0
6.04		0
6.05		0
6.06		0
6.07		0
6.08		0
6.09		0
6.1		0
6.11		0
6.12		0
6.13		0
6.14		0
6.15		0
6.16		0
6.17		0
6.18		0
6.19		0
6.2		0
6.21		0
6.22		0
6.23		0
6.24		0
6.25		0
6.26		0
6.27		0
6.28		0
6.29		0
6.3		0
6.31		0
6.32		0
6.33		0
6.34		0
6.35		0
6.36		0
6.37		0
6.38		0
6.39		0
6.4		0
6.41		0
6.42		0
6.43		0
6.44		0
6.45		0
6.46		0
6.47		0
6.48		0
6.49		0
6.5		0
6.51		0
6.52		0
6.53		0
6.54		0
6.55		0
6.56		0
6.57		0
6.58		0
6.59		0
6.6		0
6.61		0
6.62		0
6.63		0
6.64		0
6.65		0
6.66		0
6.67		0
6.68		0
6.69		0
6.7		0
6.71		0
6.72		0
6.73		0
6.74		0
6.75		0
6.76		0
6.77		0
6.78		0
6.79		0
6.8		0
6.81		0
6.82		0
6.83		0
6.84		0
6.85		0
6.86		0
6.87		0
6.88		0
6.89		0
6.9		0
6.91		0
6.92		0
6.93		0
6.94		0
6.95		0
6.96		0
6.97		0
6.98		0
6.99		0
7		0
7.01		0
7.02		0
7.03		0
7.04		0
7.05		0
7.06		0
7.07		0
7.08		0
7.09		0
7.1		0
7.11		0
7.12		0
7.13		0
7.14		0
7.15		0
7.16		0
7.17		0
7.18		0
7.19		0
7.2		0
7.21		0
7.22		0
7.23		0
7.24		0
7.25		0
7.26		0
7.27		0
7.28		0
7.29		0
7.3		0
7.31		0
7.32		0
7.33		0
7.34		0
7.35		0
7.36		0
7.37		0
7.38		0
7.39		0
7.4		0
7.41		0
7.42		0
7.43		0
7.44		0
7.45		0
7.46		0
7.47		0
7.48		0
7.49		0
7.5		0
7.51		0
7.52		0
7.53		0
7.54		0
7.55		0
7.56		0
7.57		0
7.58		0
7.59		0
7.6		0
7.61		0
7.62		0
7.63		0
7.64		0
7.65		0
7.66		0
7.67		0
7.68		0
7.69		0
7.7		0
7.71		0
7.72		0
7.73		0
7.74		0
7.75		0
7.76		0
7.77		0
7.78		0
7.79		0
7.8		0
7.81		0
7.82		0
7.83		0
7.84		0
7.85		0
7.86		0
7.87		0
7.88		0
7.89		0
7.9		0
7.91		0
7.92		0
7.93		0
7.94		0
7.95		0
7.96		0
7.97		0
7.98		0
7.99		0
8		0
8.01		0
8.02		0
8.03		0
8.04		0
8.05		0
8.06		0
8.07		0
8.08		0
8.09		0
8.1		0
8.11		0
8.12		0
8.13		0
8.14		0
8.15		0
8.16		0
8.17		0
8.18		0
8.19		0
8.2		0
8.21		0
8.22		0
8.23		0
8.24		0
8.25		0
8.26		0
8.27		0
8.28		0
8.29		0
8.3		0
8.31		0
8.32		0
8.33		0
8.34		0
8.35		0
8.36		0
8.37		0
8.38		0
8.39		0
8.4		0
8.41		0
8.42		0
8.43		0
8.44		0
8.45		0
8.46		0
8.47		0
8.48		0
8.49		0
8.5		0
8.51		0
8.52		0
8.53		0
8.54		0
8.55		0
8.56		0
8.57		0
8.58		0
8.59		0
8.6		0
8.61		0
8.62		0
8.63		0
8.64		0
8.65		0
8.66		0
8.67		0
8.68		0
8.69		0
8.7		0
8.71		0
8.72		0
8.73		0
8.74		0
8.75		0
8.76		0
8.77		0
8.78		0
8.79		0
8.8		0
8.81		0
8.82		0
8.83		0
8.84		0
8.85		0
8.86		0
8.87		0
8.88		0
8.89		0
8.9		0
8.91		0
8.92		0
8.93		0
8.94		0
8.95		0
8.96		0
8.97		0
8.98		0
8.99		0
9		0
9.01		0
9.02		0
9.03		0
9.04		0
9.05		0
9.06		0
9.07		0
9.08		0
9.09		0
9.1		0
9.11		0
9.12		0
9.13		0
9.14		0
9.15		0
9.16		0
9.17		0
9.18		0
9.19		0
9.2		0
9.21		0
9.22		0
9.23		0
9.24		0
9.25		0
9.26		0
9.27		0
9.28		0
9.29		0
9.3		0
9.31		0
9.32		0
9.33		0
9.34		0
9.35		0
9.36		0
9.37		0
9.38		0
9.39		0
9.4		0
9.41		0
9.42		0
9.43		0
9.44		0
9.45		0
9.46		0
9.47		0
9.48		0
9.49		0
9.5		0
9.51		0
9.52		0
9.53		0
9.54		0
9.55		0
9.56		0
9.57		0
9.58		0
9.59		0
9.6		0
9.61		0
9.62		0
9.63		0
9.64		0
9.65		0
9.66		0
9.67		0
9.68		0
9.69		0
9.7		0
9.71		0
9.72		0
9.73		0
9.74		0
9.75		0
9.76		0
9.77		0
9.78		0
9.79		0
9.8		0
9.81		0
9.82		0
9.83		0
9.84		0
9.85		0
9.86		0
9.87		0
9.88		0
9.89		0
9.9		0
9.91		0
9.92		0
9.93		0
9.94		0
9.95		0
9.96		0
9.97		0
9.98		0
9.99		0
10		0
10.01		0
10.02		5.94E-04
10.03		0.00118
10.04		0.00162
10.05		0.00204
10.06		0.00242
10.07		0.00282
10.08		0.00322
10.09		0.00358
10.1		0.00396
10.11		0.00438
10.12		0.00478
10.13		0.00516
10.14		0.00558
10.15		0.00596
10.16		0.00638
10.17		0.00682
10.18		0.00722
10.19		0.00764
10.2		0.00808
10.21		0.0085
10.22		0.00894
10.23		0.00936
10.24		0.0098
10.25		0.01026
10.26		0.01072
10.27		0.01116
10.28		0.01162
10.29		0.01206
10.3		0.01252
10.31		0.01298
10.32		0.01346
10.33		0.01392
10.34		0.0144
10.35		0.01486
10.36		0.01532
10.37		0.01582
10.38		0.0163
10.39		0.01678
10.4		0.01726
10.41		0.01776
10.42		0.01824
10.43		0.01874
10.44		0.01922
10.45		0.0197
10.46		0.0202
10.47		0.02072
10.48		0.0212
10.49		0.0217
10.5		0.0222
10.51		0.0227
10.52		0.02322
10.53		0.0237
10.54		0.02422
10.55		0.02472
10.56		0.02524
10.57		0.02576
10.58		0.02628
10.59		0.0268
10.6		0.02732
10.61		0.02786
10.62		0.02838
10.63		0.02892
10.64		0.02948
10.65		0.03004
10.66		0.0306
10.67		0.03118
10.68		0.03178
10.69		0.03246
10.7		0.03292
10.71		0.03338
10.72		0.03386
10.73		0.03434
10.74		0.03482
10.75		0.0353
10.76		0.0358
10.77		0.03628
10.78		0.03676
10.79		0.03726
10.8		0.03776
10.81		0.03826
10.82		0.03876
10.83		0.03926
10.84		0.03976
10.85		0.04026
10.86		0.04076
10.87		0.04128
10.88		0.04178
10.89		0.04228
10.9		0.0428
10.91		0.0433
10.92		0.04382
10.93		0.04432
10.94		0.04486
10.95		0.04536
10.96		0.04588
10.97		0.0464
10.98		0.04694
10.99		0.04746
11		0.04798
11.01		0.0485
11.02		0.04904
11.03		0.04956
11.04		0.0501
11.05		0.05064
11.06		0.05118
11.07		0.05172
11.08		0.05224
11.09		0.05278
11.1		0.05334
11.11		0.05388
11.12		0.05444
11.13		0.05498
11.14		0.05554
11.15		0.0561
11.16		0.05664
11.17		0.0572
11.18		0.05776
11.19		0.05832
11.2		0.05888
11.21		0.05944
11.22		0.06002
11.23		0.06058
11.24		0.06116
11.25		0.06174
11.26		0.0623
11.27		0.0629
11.28		0.06346
11.29		0.06404
11.3		0.06462
11.31		0.06522
11.32		0.0658
11.33		0.0664
11.34		0.06698
11.35		0.06758
11.36		0.06816
11.37		0.06876
11.38		0.06938
11.39		0.06998
11.4		0.07056
11.41		0.07118
11.42		0.0718
11.43		0.0724
11.44		0.07302
11.45		0.07362
11.46		0.07424
11.47		0.07486
11.48		0.07546
11.49		0.07608
11.5		0.07672
11.51		0.07732
11.52		0.07796
11.53		0.07858
11.54		0.07922
11.55		0.07984
11.56		0.08048
11.57		0.0811
11.58		0.08172
11.59		0.08236
11.6		0.08298
11.61		0.08362
11.62		0.08426
11.63		0.08488
11.64		0.08552
11.65		0.08616
11.66		0.0868
11.67		0.08742
11.68		0.08808
11.69		0.0887
11.7		0.08934
11.71		0.09
11.72		0.09062
11.73		0.09124
11.74		0.09188
11.75		0.09252
11.76		0.09314
11.77		0.09378
11.78		0.09442
11.79		0.09504
11.8		0.09568
11.81		0.0963
11.82		0.09694
11.83		0.09754
11.84		0.09816
11.85		0.0988
11.86		0.0994
11.87		0.10004
11.88		0.10066
11.89		0.10126
11.9		0.10184
11.91		0.10242
11.92		0.10302
11.93		0.1036
11.94		0.10418
11.95		0.10478
11.96		0.10536
11.97		0.10592
11.98		0.1065
11.99		0.10706
12		0.10762
12.01		0.10818
12.02		0.10872
12.03		0.10928
12.04		0.10982
12.05		0.11036
12.06		0.1109
12.07		0.11144
12.08		0.11198
12.09		0.1125
12.1		0.11302
12.11		0.11354
12.12		0.11404
12.13		0.11456
12.14		0.11506
12.15		0.11552
12.16		0.11602
12.17		0.1165
12.18		0.11698
12.19		0.11744
12.2		0.11792
12.21		0.11838
12.22		0.1188
12.23		0.11926
12.24		0.1197
12.25		0.12014
12.26		0.12056
12.27		0.12096
12.28		0.12138
12.29		0.12178
12.3		0.12218
12.31		0.1226
12.32		0.12296
12.33		0.12336
12.34		0.12372
12.35		0.12408
12.36		0.12444
12.37		0.1248
12.38		0.12514
12.39		0.12546
12.4		0.12582
12.41		0.12612
12.42		0.12646
12.43		0.12676
12.44		0.12706
12.45		0.12736
12.46		0.12766
12.47		0.12794
12.48		0.1282
12.49		0.12848
12.5		0.12876
12.51		0.12902
12.52		0.12926
12.53		0.1295
12.54		0.12976
12.55		0.12998
12.56		0.1302
12.57		0.13042
12.58		0.13064
12.59		0.13086
12.6		0.13106
12.61		0.13126
12.62		0.13146
12.63		0.13164
12.64		0.13184
12.65		0.13202
12.66		0.1322
12.67		0.13236
12.68		0.13254
12.69		0.1327
12.7		0.13286
12.71		0.133
12.72		0.13316
12.73		0.13332
12.74		0.13346
12.75		0.13358
12.76		0.13372
12.77		0.13384
12.78		0.13398
12.79		0.13412
12.8		0.13422
12.81		0.13436
12.82		0.13448
12.83		0.13458
12.84		0.1347
12.85		0.13482
12.86		0.13492
12.87		0.13504
12.88		0.13514
12.89		0.13522
12.9		0.13534
12.91		0.13542
12.92		0.13552
12.93		0.13562
12.94		0.1357
12.95		0.1358
12.96		0.1359
12.97		0.136
12.98		0.13608
12.99		0.13618
13		0.13626
13.01		0.13634
13.02		0.13644
13.03		0.13652
13.04		0.13662
13.05		0.1367
13.06		0.13678
13.07		0.13686
13.08		0.13694
13.09		0.13704
13.1		0.13712
13.11		0.1372
13.12		0.13728
13.13		0.13736
13.14		0.13744
13.15		0.13754
13.16		0.13762
13.17		0.1377
13.18		0.13778
13.19		0.13788
13.2		0.13796
13.21		0.13806
13.22		0.13814
13.23		0.13822
13.24		0.1383
13.25		0.1384
13.26		0.1385
13.27		0.13856
13.28		0.13866
13.29		0.13876
13.3		0.13886
13.31		0.13894
13.32		0.13904
13.33		0.13912
13.34		0.13922
13.35		0.1393
13.36		0.13942
13.37		0.1395
13.38		0.13962
13.39		0.1397
13.4		0.1398
13.41		0.13992
13.42		0.14
13.43		0.1401
13.44		0.14022
13.45		0.1403
13.46		0.14042
13.47		0.14052
13.48		0.14062
13.49		0.14072
13.5		0.14084
13.51		0.14094
13.52		0.14106
13.53		0.14116
13.54		0.14128
13.55		0.14138
13.56		0.1415
13.57		0.14162
13.58		0.14172
13.59		0.14184
13.6		0.14196
13.61		0.14208
13.62		0.1422
13.63		0.1423
13.64		0.14242
13.65		0.14256
13.66		0.14266
13.67		0.1428
13.68		0.1429
13.69		0.14302
13.7		0.14316
13.71		0.14328
13.72		0.1434
13.73		0.14352
13.74		0.14366
13.75		0.14378
13.76		0.14392
13.77		0.14402
13.78		0.14416
13.79		0.1443
13.8		0.14442
13.81		0.14456
13.82		0.14468
13.83		0.14482
13.84		0.14494
13.85		0.14508
13.86		0.14522
13.87		0.14536
13.88		0.1455
13.89		0.14562
13.9		0.14576
13.91		0.14588
13.92		0.14602
13.93		0.14616
13.94		0.1463
13.95		0.14644
13.96		0.14658
13.97		0.14674
13.98		0.14688
13.99		0.14702
14		0.14716
14.01		0.1473
14.02		0.14744
14.03		0.14758
14.04		0.14774
14.05		0.14788
14.06		0.14804
14.07		0.14818
14.08		0.14832
14.09		0.1485
14.1		0.14864
14.11		0.1488
14.12		0.14894
14.13		0.1491
14.14		0.14924
14.15		0.1494
14.16		0.14958
14.17		0.14974
14.18		0.14988
14.19		0.15004
14.2		0.15022
14.21		0.15038
14.22		0.15054
14.23		0.15072
14.24		0.15088
14.25		0.15108
14.26		0.15124
14.27		0.15144
14.28		0.1516
14.29		0.15182
14.3		0.15202
14.31		0.15222
14.32		0.15244
14.33		0.15266
14.34		0.1529
14.35		0.15322
14.36		0.15358
14.37		0.15364
14.38		0.15374
14.39		0.15382
14.4		0.15394
14.41		0.15404
14.42		0.15416
14.43		0.15424
14.44		0.15434
14.45		0.15446
14.46		0.15456
14.47		0.15468
14.48		0.15478
14.49		0.15488
14.5		0.15498
14.51		0.1551
14.52		0.15518
14.53		0.1553
14.54		0.1554
14.55		0.15552
14.56		0.15562
14.57		0.1557
14.58		0.15582
14.59		0.15592
14.6		0.15604
14.61		0.15612
14.62		0.15624
14.63		0.15632
14.64		0.15644
14.65		0.15654
14.66		0.15662
14.67		0.15674
14.68		0.15682
14.69		0.15692
14.7		0.15704
14.71		0.15714
14.72		0.15724
14.73		0.15732
14.74		0.15744
14.75		0.15754
14.76		0.15762
14.77		0.15774
14.78		0.15782
14.79		0.15792
14.8		0.15804
14.81		0.15812
14.82		0.15822
14.83		0.15832
14.84		0.15842
14.85		0.15852
14.86		0.15862
14.87		0.1587
14.88		0.15882
14.89		0.1589
14.9		0.159
14.91		0.1591
14.92		0.1592
14.93		0.15928
14.94		0.1594
14.95		0.15948
14.96		0.1596
14.97		0.15968
14.98		0.15976
14.99		0.15988
15		0.15996
15.01		0.16006
15.02		0.16016
15.03		0.16026
15.04		0.16034
15.05		0.16044
15.06		0.16054
15.07		0.16064
15.08		0.16072
15.09		0.16082
15.1		0.16092
15.11		0.161
15.12		0.1611
15.13		0.1612
15.14		0.1613
15.15		0.16138
15.16		0.16148
15.17		0.16158
15.18		0.16166
15.19		0.16176
15.2		0.16186
15.21		0.16196
15.22		0.16204
15.23		0.16214
15.24		0.16224
15.25		0.16232
15.26		0.1624
15.27		0.1625
15.28		0.1626
15.29		0.1627
15.3		0.16278
15.31		0.16288
15.32		0.16298
15.33		0.16306
15.34		0.16316
15.35		0.16324
15.36		0.16334
15.37		0.16342
15.38		0.16354
15.39		0.16362
15.4		0.1637
15.41		0.1638
15.42		0.1639
15.43		0.16398
15.44		0.16408
15.45		0.16416
15.46		0.16426
15.47		0.16434
15.48		0.16444
15.49		0.16454
15.5		0.16462
15.51		0.1647
15.52		0.16482
15.53		0.1649
15.54		0.165
15.55		0.16508
15.56		0.16518
15.57		0.16526
15.58		0.16534
15.59		0.16546
15.6		0.16554
15.61		0.16562
15.62		0.16572
15.63		0.1658
15.64		0.1659
15.65		0.16598
15.66		0.16606
15.67		0.16618
15.68		0.16626
15.69		0.16634
15.7		0.16644
15.71		0.16652
15.72		0.16662
15.73		0.1667
15.74		0.16678
15.75		0.1669
15.76		0.16698
15.77		0.16706
15.78		0.16716
15.79		0.16724
15.8		0.16734
15.81		0.16742
15.82		0.1675
15.83		0.1676
15.84		0.1677
15.85		0.16778
15.86		0.16786
15.87		0.16796
15.88		0.16804
15.89		0.16814
15.9		0.1682
15.91		0.1683
15.92		0.1684
15.93		0.16848
15.94		0.16856
15.95		0.16866
15.96		0.16874
15.97		0.16884
15.98		0.16892
15.99		0.169
16		0.16908
16.01		0.16918
16.02		0.16926
16.03		0.16936
16.04		0.16942
16.05		0.16952
16.06		0.16962
16.07		0.1697
16.08		0.16978
16.09		0.16986
16.1		0.16994
16.11		0.17002
16.12		0.17012
16.13		0.1702
16.14		0.17028
16.15		0.17036
16.16		0.17044
16.17		0.17052
16.18		0.17062
16.19		0.1707
16.2		0.17078
16.21		0.17086
16.22		0.17094
16.23		0.17102
16.24		0.1711
16.25		0.17118
16.26		0.17126
16.27		0.17134
16.28		0.17142
16.29		0.1715
16.3		0.17158
16.31		0.17166
16.32		0.17176
16.33		0.17182
16.34		0.1719
16.35		0.17198
16.36		0.17206
16.37		0.17214
16.38		0.17222
16.39		0.17228
16.4		0.17236
16.41		0.17244
16.42		0.1725
16.43		0.17258
16.44		0.17266
16.45		0.17274
16.46		0.1728
16.47		0.17288
16.48		0.17296
16.49		0.17302
16.5		0.1731
16.51		0.17316
16.52		0.17324
16.53		0.17332
16.54		0.17338
16.55		0.17346
16.56		0.17352
16.57		0.1736
16.58		0.17366
16.59		0.17374
16.6		0.1738
16.61		0.17386
16.62		0.17394
16.63		0.174
16.64		0.17408
16.65		0.17414
16.66		0.17422
16.67		0.17426
16.68		0.17434
16.69		0.1744
16.7		0.17446
16.71		0.17452
16.72		0.17458
16.73		0.17466
16.74		0.17472
16.75		0.17478
16.76		0.17484
16.77		0.1749
16.78		0.17496
16.79		0.17502
16.8		0.17508
16.81		0.17514
16.82		0.1752
16.83		0.17526
16.84		0.1753
16.85		0.17536
16.86		0.17542
16.87		0.17548
16.88		0.17552
16.89		0.17558
16.9		0.17566
16.91		0.1757
16.92		0.17574
16.93		0.1758
16.94		0.17586
16.95		0.17592
16.96		0.17596
16.97		0.17602
16.98		0.17606
16.99		0.1761
17		0.17616
17.01		0.17622
17.02		0.17626
17.03		0.1763
17.04		0.17636
17.05		0.17642
17.06		0.17644
17.07		0.1765
17.08		0.17654
17.09		0.17658
17.1		0.17664
17.11		0.17666
17.12		0.17672
17.13		0.17676
17.14		0.1768
17.15		0.17684
17.16		0.17688
17.17		0.17694
17.18		0.17696
17.19		0.17702
17.2		0.17706
17.21		0.17708
17.22		0.17714
17.23		0.17716
17.24		0.17722
17.25		0.17724
17.26		0.17728
17.27		0.1773
17.28		0.17736
17.29		0.17738
17.3		0.17742
17.31		0.17746
17.32		0.17748
17.33		0.17752
17.34		0.17756
17.35		0.17758
17.36		0.17762
17.37		0.17766
17.38		0.17768
17.39		0.17772
17.4		0.17774
17.41		0.17778
17.42		0.1778
17.43		0.17782
17.44		0.17788
17.45		0.17788
17.46		0.17792
17.47		0.17794
17.48		0.17796
17.49		0.178
17.5		0.17802
17.51		0.17806
17.52		0.17808
17.53		0.1781
17.54		0.17812
17.55		0.17814
17.56		0.17818
17.57		0.1782
17.58		0.17822
17.59		0.17824
17.6		0.17826
17.61		0.17828
17.62		0.1783
17.63		0.17832
17.64		0.17836
17.65		0.17838
17.66		0.17838
17.67		0.17842
17.68		0.17844
17.69		0.17844
17.7		0.17846
17.71		0.17848
17.72		0.1785
17.73		0.17852
17.74		0.17852
17.75		0.17854
17.76		0.17856
17.77		0.17858
17.78		0.1786
17.79		0.1786
17.8		0.17862
17.81		0.17864
17.82		0.17866
17.83		0.17866
17.84		0.17866
17.85		0.17868
17.86		0.1787
17.87		0.17872
17.88		0.17874
17.89		0.17874
17.9		0.17874
17.91		0.17874
17.92		0.17878
17.93		0.17878
17.94		0.17878
17.95		0.1788
17.96		0.1788
17.97		0.1788
17.98		0.17882
17.99		0.17882
18		0.17884
18.01		0.17884
18.02		0.17886
18.03		0.17886
18.04		0.17886
18.05		0.17888
18.06		0.17888
18.07		0.17888
18.08		0.17888
18.09		0.17888
18.1		0.17888
18.11		0.17888
18.12		0.1789
18.13		0.1789
18.14		0.17892
18.15		0.17892
18.16		0.17892
18.17		0.17892
18.18		0.17892
18.19		0.17892
18.2		0.17892
18.21		0.17892
18.22		0.17892
18.23		0.17892
18.24		0.17894
18.25		0.17894
18.26		0.17894
18.27		0.17894
18.28		0.17894
18.29		0.17894
18.3		0.17892
18.31		0.17892
18.32		0.17892
18.33		0.17892
18.34		0.17892
18.35		0.17892
18.36		0.17892
18.37		0.1789
18.38		0.1789
18.39		0.1789
18.4		0.1789
18.41		0.17888
18.42		0.17888
18.43		0.17888
18.44		0.17888
18.45		0.17888
18.46		0.17888
18.47		0.17886
18.48		0.17886
18.49		0.17886
18.5		0.17884
18.51		0.17884
18.52		0.17884
18.53		0.17882
18.54		0.17882
18.55		0.1788
18.56		0.1788
18.57		0.1788
18.58		0.1788
18.59		0.17878
18.6		0.17878
18.61		0.17878
18.62		0.17876
18.63		0.17874
18.64		0.17874
18.65		0.17874
18.66		0.17872
18.67		0.17872
18.68		0.1787
18.69		0.17868
18.7		0.17868
18.71		0.17866
18.72		0.17866
18.73		0.17866
18.74		0.17864
18.75		0.17862
18.76		0.17862
18.77		0.1786
18.78		0.17858
18.79		0.17858
18.8		0.17858
18.81		0.17854
18.82		0.17854
