#Excitation cross sections for N2 from the X_1Σg+ state to W_3Δu state		
Energy (eV)	Cross section(Å^2) 
4.44		0
4.45		0
4.46		0
4.47		0
4.48		0
4.49		0
4.5		0
4.51		0
4.52		0
4.53		0
4.54		0
4.55		0
4.56		0
4.57		0
4.58		0
4.59		0
4.6		0
4.61		0
4.62		0
4.63		0
4.64		0
4.65		0
4.66		0
4.67		0
4.68		0
4.69		0
4.7		0
4.71		0
4.72		0
4.73		0
4.74		0
4.75		0
4.76		0
4.77		0
4.78		0
4.79		0
4.8		0
4.81		0
4.82		0
4.83		0
4.84		0
4.85		0
4.86		0
4.87		0
4.88		0
4.89		0
4.9		0
4.91		0
4.92		0
4.93		0
4.94		0
4.95		0
4.96		0
4.97		0
4.98		0
4.99		0
5		0
5.01		0
5.02		0
5.03		0
5.04		0
5.05		0
5.06		0
5.07		0
5.08		0
5.09		0
5.1		0
5.11		0
5.12		0
5.13		0
5.14		0
5.15		0
5.16		0
5.17		0
5.18		0
5.19		0
5.2		0
5.21		0
5.22		0
5.23		0
5.24		0
5.25		0
5.26		0
5.27		0
5.28		0
5.29		0
5.3		0
5.31		0
5.32		0
5.33		0
5.34		0
5.35		0
5.36		0
5.37		0
5.38		0
5.39		0
5.4		0
5.41		0
5.42		0
5.43		0
5.44		0
5.45		0
5.46		0
5.47		0
5.48		0
5.49		0
5.5		0
5.51		0
5.52		0
5.53		0
5.54		0
5.55		0
5.56		0
5.57		0
5.58		0
5.59		0
5.6		0
5.61		0
5.62		0
5.63		0
5.64		0
5.65		0
5.66		0
5.67		0
5.68		0
5.69		0
5.7		0
5.71		0
5.72		0
5.73		0
5.74		0
5.75		0
5.76		0
5.77		0
5.78		0
5.79		0
5.8		0
5.81		0
5.82		0
5.83		0
5.84		0
5.85		0
5.86		0
5.87		0
5.88		0
5.89		0
5.9		0
5.91		0
5.92		0
5.93		0
5.94		0
5.95		0
5.96		0
5.97		0
5.98		0
5.99		0
6		0
6.01		0
6.02		0
6.03		0
6.04		0
6.05		0
6.06		0
6.07		0
6.08		0
6.09		0
6.1		0
6.11		0
6.12		0
6.13		0
6.14		0
6.15		0
6.16		0
6.17		0
6.18		0
6.19		0
6.2		0
6.21		0
6.22		0
6.23		0
6.24		0
6.25		0
6.26		0
6.27		0
6.28		0
6.29		0
6.3		0
6.31		0
6.32		0
6.33		0
6.34		0
6.35		0
6.36		0
6.37		0
6.38		0
6.39		0
6.4		0
6.41		0
6.42		0
6.43		0
6.44		0
6.45		0
6.46		0
6.47		0
6.48		0
6.49		0
6.5		0
6.51		0
6.52		0
6.53		0
6.54		0
6.55		0
6.56		0
6.57		0
6.58		0
6.59		0
6.6		0
6.61		0
6.62		0
6.63		0
6.64		0
6.65		0
6.66		0
6.67		0
6.68		0
6.69		0
6.7		0
6.71		0
6.72		0
6.73		0
6.74		0
6.75		0
6.76		0
6.77		0
6.78		0
6.79		0
6.8		0
6.81		0
6.82		0
6.83		0
6.84		0
6.85		0
6.86		0
6.87		0
6.88		0
6.89		0
6.9		0
6.91		0
6.92		0
6.93		0
6.94		0
6.95		0
6.96		0
6.97		0
6.98		0
6.99		0
7		0
7.01		0
7.02		0
7.03		0
7.04		0
7.05		0
7.06		0
7.07		0
7.08		0
7.09		0
7.1		0
7.11		0
7.12		0
7.13		0
7.14		0
7.15		0
7.16		0
7.17		0
7.18		0
7.19		0
7.2		0
7.21		0
7.22		0
7.23		0
7.24		0
7.25		0
7.26		0
7.27		0
7.28		0
7.29		0
7.3		0
7.31		0
7.32		0
7.33		0
7.34		0
7.35		0
7.36		0
7.37		0
7.38		0
7.39		0
7.4		0
7.41		0
7.42		0
7.43		0
7.44		0
7.45		0
7.46		0
7.47		0
7.48		0
7.49		0
7.5		0
7.51		0
7.52		0
7.53		0
7.54		0
7.55		0
7.56		0
7.57		0
7.58		0
7.59		0
7.6		0
7.61		0
7.62		0
7.63		0
7.64		0
7.65		0
7.66		0
7.67		0
7.68		0
7.69		0
7.7		0
7.71		0
7.72		0
7.73		0
7.74		0
7.75		0
7.76		0
7.77		0
7.78		0
7.79		0
7.8		0
7.81		0
7.82		0
7.83		0
7.84		0
7.85		0
7.86		0
7.87		0
7.88		0
7.89		0
7.9		0
7.91		0
7.92		0
7.93		0
7.94		0
7.95		0
7.96		0
7.97		0
7.98		0
7.99		0
8		0
8.01		0
8.02		0
8.03		0
8.04		0
8.05		0
8.06		0
8.07		0
8.08		0
8.09		0
8.1		0
8.11		0
8.12		0
8.13		0
8.14		0
8.15		0
8.16		0
8.17		0
8.18		0
8.19		0
8.2		0
8.21		0
8.22		0
8.23		0
8.24		0
8.25		0
8.26		0
8.27		0
8.28		0
8.29		0
8.3		0
8.31		0
8.32		0
8.33		0
8.34		0
8.35		0
8.36		0
8.37		0
8.38		0
8.39		0
8.4		0
8.41		0
8.42		0
8.43		0
8.44		0
8.45		0
8.46		0
8.47		0
8.48		0
8.49		0
8.5		0
8.51		0
8.52		0
8.53		0
8.54		0
8.55		0
8.56		0
8.57		0
8.58		0
8.59		0
8.6		0
8.61		0
8.62		0
8.63		0
8.64		0
8.65		0
8.66		0
8.67		0
8.68		0
8.69		0
8.7		0
8.71		0
8.72		0
8.73		0
8.74		0
8.75		0
8.76		0
8.77		0
8.78		0
8.79		0
8.8		0
8.81		0
8.82		0
8.83		0
8.84		0
8.85		0
8.86		0
8.87		0
8.88		0
8.89		0
8.9		0
8.91		0
8.92		0
8.93		0
8.94		0
8.95		0
8.96		0
8.97		0
8.98		0
8.99		0
9		0
9.01		0
9.02		0
9.03		0
9.04		0
9.05		0
9.06		0
9.07		0
9.08		0
9.09		0
9.1		0
9.11		0
9.12		0
9.13		0
9.14		0
9.15		0
9.16		0
9.17		1.96E-04
9.18		5.74E-04
9.19		0.00103
9.2		0.00154
9.21		0.0021
9.22		0.00272
9.23		0.00336
9.24		0.00402
9.25		0.0047
9.26		0.00542
9.27		0.00616
9.28		0.0069
9.29		0.00766
9.3		0.00842
9.31		0.0092
9.32		0.00998
9.33		0.01078
9.34		0.01158
9.35		0.01238
9.36		0.0132
9.37		0.014
9.38		0.0148
9.39		0.01562
9.4		0.01642
9.41		0.01724
9.42		0.01806
9.43		0.01884
9.44		0.01966
9.45		0.02046
9.46		0.02128
9.47		0.02206
9.48		0.02286
9.49		0.02366
9.5		0.02446
9.51		0.02522
9.52		0.02602
9.53		0.0268
9.54		0.02758
9.55		0.02834
9.56		0.02912
9.57		0.02988
9.58		0.03062
9.59		0.03138
9.6		0.03212
9.61		0.03288
9.62		0.03362
9.63		0.03434
9.64		0.03508
9.65		0.0358
9.66		0.03652
9.67		0.03724
9.68		0.03796
9.69		0.03866
9.7		0.03936
9.71		0.04006
9.72		0.04076
9.73		0.04146
9.74		0.04214
9.75		0.04282
9.76		0.0435
9.77		0.04418
9.78		0.04484
9.79		0.0455
9.8		0.04616
9.81		0.04682
9.82		0.04746
9.83		0.04814
9.84		0.04878
9.85		0.04944
9.86		0.05008
9.87		0.0507
9.88		0.05136
9.89		0.05198
9.9		0.0526
9.91		0.05322
9.92		0.05384
9.93		0.05444
9.94		0.05506
9.95		0.05564
9.96		0.05626
9.97		0.05684
9.98		0.05744
9.99		0.05802
10		0.0586
10.01		0.05916
10.02		0.05962
10.03		0.06006
10.04		0.06056
10.05		0.06106
10.06		0.06154
10.07		0.06204
10.08		0.06254
10.09		0.06304
10.1		0.0635
10.11		0.064
10.12		0.0645
10.13		0.06496
10.14		0.06544
10.15		0.06592
10.16		0.0664
10.17		0.06686
10.18		0.0673
10.19		0.06778
10.2		0.06822
10.21		0.06868
10.22		0.06912
10.23		0.06958
10.24		0.07002
10.25		0.07044
10.26		0.07088
10.27		0.07132
10.28		0.07174
10.29		0.07216
10.3		0.07258
10.31		0.073
10.32		0.07342
10.33		0.07382
10.34		0.07422
10.35		0.07462
10.36		0.07502
10.37		0.07542
10.38		0.0758
10.39		0.07618
10.4		0.07658
10.41		0.07696
10.42		0.07732
10.43		0.07768
10.44		0.07806
10.45		0.07842
10.46		0.07878
10.47		0.07914
10.48		0.0795
10.49		0.07984
10.5		0.08018
10.51		0.08054
10.52		0.08088
10.53		0.08122
10.54		0.08156
10.55		0.0819
10.56		0.08222
10.57		0.08258
10.58		0.0829
10.59		0.08322
10.6		0.08354
10.61		0.08386
10.62		0.08418
10.63		0.0845
10.64		0.0848
10.65		0.08512
10.66		0.08544
10.67		0.08576
10.68		0.08606
10.69		0.08634
10.7		0.08664
10.71		0.08694
10.72		0.08724
10.73		0.08752
10.74		0.08782
10.75		0.0881
10.76		0.08838
10.77		0.08866
10.78		0.08896
10.79		0.08924
10.8		0.08952
10.81		0.08978
10.82		0.09006
10.83		0.09034
10.84		0.09062
10.85		0.09088
10.86		0.09116
10.87		0.09142
10.88		0.0917
10.89		0.09196
10.9		0.09224
10.91		0.0925
10.92		0.09276
10.93		0.09302
10.94		0.09328
10.95		0.09354
10.96		0.0938
10.97		0.09406
10.98		0.09432
10.99		0.09458
11		0.09482
11.01		0.09508
11.02		0.09532
11.03		0.09558
11.04		0.09584
11.05		0.09608
11.06		0.09634
11.07		0.09658
11.08		0.09682
11.09		0.09708
11.1		0.09732
11.11		0.09756
11.12		0.0978
11.13		0.09804
11.14		0.0983
11.15		0.09854
11.16		0.09876
11.17		0.09902
11.18		0.09926
11.19		0.09948
11.2		0.09972
11.21		0.09996
11.22		0.1002
11.23		0.10044
11.24		0.10066
11.25		0.10092
11.26		0.10114
11.27		0.10138
11.28		0.1016
11.29		0.10184
11.3		0.10206
11.31		0.1023
11.32		0.10252
11.33		0.10276
11.34		0.10298
11.35		0.10322
11.36		0.10346
11.37		0.10368
11.38		0.1039
11.39		0.10414
11.4		0.10436
11.41		0.1046
11.42		0.10482
11.43		0.10506
11.44		0.10528
11.45		0.1055
11.46		0.10572
11.47		0.10594
11.48		0.10618
11.49		0.10638
11.5		0.10664
11.51		0.10686
11.52		0.10706
11.53		0.1073
11.54		0.10752
11.55		0.10774
11.56		0.10796
11.57		0.10818
11.58		0.10842
11.59		0.10864
11.6		0.10886
11.61		0.1091
11.62		0.10932
11.63		0.10954
11.64		0.10976
11.65		0.10998
11.66		0.11022
11.67		0.11044
11.68		0.11064
11.69		0.11088
11.7		0.1111
11.71		0.11132
11.72		0.11154
11.73		0.11176
11.74		0.112
11.75		0.11222
11.76		0.11244
11.77		0.11268
11.78		0.1129
11.79		0.11312
11.8		0.11336
11.81		0.11358
11.82		0.1138
11.83		0.11402
11.84		0.11424
11.85		0.11448
11.86		0.1147
11.87		0.11494
11.88		0.11516
11.89		0.11536
11.9		0.11558
11.91		0.1158
11.92		0.11602
11.93		0.11624
11.94		0.11644
11.95		0.11668
11.96		0.11692
11.97		0.11714
11.98		0.11738
11.99		0.1176
12		0.11784
12.01		0.11806
12.02		0.1183
12.03		0.11854
12.04		0.11878
12.05		0.11902
12.06		0.11928
12.07		0.11952
12.08		0.11974
12.09		0.12
12.1		0.12024
12.11		0.1205
12.12		0.12074
12.13		0.121
12.14		0.12124
12.15		0.1215
12.16		0.12174
12.17		0.122
12.18		0.12228
12.19		0.12252
12.2		0.12278
12.21		0.12304
12.22		0.12328
12.23		0.12354
12.24		0.12382
12.25		0.12408
12.26		0.12434
12.27		0.1246
12.28		0.12486
12.29		0.12512
12.3		0.1254
12.31		0.12566
12.32		0.12592
12.33		0.12618
12.34		0.12646
12.35		0.12672
12.36		0.12698
12.37		0.12726
12.38		0.12752
12.39		0.12778
12.4		0.12804
12.41		0.12832
12.42		0.12858
12.43		0.12884
12.44		0.12912
12.45		0.1294
12.46		0.12964
12.47		0.12992
12.48		0.13018
12.49		0.13044
12.5		0.1307
12.51		0.13098
12.52		0.13124
12.53		0.13148
12.54		0.13176
12.55		0.132
12.56		0.13226
12.57		0.13252
12.58		0.13278
12.59		0.13302
12.6		0.13328
12.61		0.13352
12.62		0.13376
12.63		0.134
12.64		0.13426
12.65		0.13448
12.66		0.13472
12.67		0.13498
12.68		0.1352
12.69		0.13542
12.7		0.13568
12.71		0.1359
12.72		0.13612
12.73		0.13634
12.74		0.13656
12.75		0.13678
12.76		0.13698
12.77		0.1372
12.78		0.1374
12.79		0.1376
12.8		0.1378
12.81		0.138
12.82		0.1382
12.83		0.1384
12.84		0.13858
12.85		0.13876
12.86		0.13894
12.87		0.13912
12.88		0.13928
12.89		0.13946
12.9		0.13964
12.91		0.13978
12.92		0.13996
12.93		0.14012
12.94		0.14028
12.95		0.14044
12.96		0.14058
12.97		0.14072
12.98		0.14086
12.99		0.141
13		0.14114
13.01		0.14128
13.02		0.1414
13.03		0.14152
13.04		0.14164
13.05		0.14178
13.06		0.1419
13.07		0.142
13.08		0.14212
13.09		0.14222
13.1		0.14234
13.11		0.14244
13.12		0.14254
13.13		0.14266
13.14		0.14274
13.15		0.14284
13.16		0.14292
13.17		0.143
13.18		0.1431
13.19		0.14318
13.2		0.14326
13.21		0.14334
13.22		0.14344
13.23		0.1435
13.24		0.14358
13.25		0.14364
13.26		0.14372
13.27		0.14378
13.28		0.14384
13.29		0.1439
13.3		0.14396
13.31		0.14402
13.32		0.14408
13.33		0.14414
13.34		0.1442
13.35		0.14424
13.36		0.1443
13.37		0.14434
13.38		0.14438
13.39		0.14444
13.4		0.14448
13.41		0.14452
13.42		0.14456
13.43		0.14458
13.44		0.14464
13.45		0.14466
13.46		0.1447
13.47		0.14474
13.48		0.14478
13.49		0.1448
13.5		0.14482
13.51		0.14486
13.52		0.14488
13.53		0.14492
13.54		0.14494
13.55		0.14496
13.56		0.145
13.57		0.145
13.58		0.14502
13.59		0.14504
13.6		0.14506
13.61		0.14508
13.62		0.14508
13.63		0.1451
13.64		0.14514
13.65		0.14514
13.66		0.14516
13.67		0.14516
13.68		0.14518
13.69		0.1452
13.7		0.1452
13.71		0.14522
13.72		0.14522
13.73		0.14522
13.74		0.14522
13.75		0.14524
13.76		0.14524
13.77		0.14524
13.78		0.14526
13.79		0.14528
13.8		0.14528
13.81		0.14528
13.82		0.14528
13.83		0.1453
13.84		0.1453
13.85		0.1453
13.86		0.1453
13.87		0.1453
13.88		0.1453
13.89		0.1453
13.9		0.14532
13.91		0.14532
13.92		0.14532
13.93		0.14532
13.94		0.14532
13.95		0.14534
13.96		0.14536
13.97		0.14536
13.98		0.14536
13.99		0.14536
14		0.14538
14.01		0.14538
14.02		0.14538
14.03		0.1454
14.04		0.14542
14.05		0.14542
14.06		0.14544
14.07		0.14544
14.08		0.14544
14.09		0.14546
14.1		0.14546
14.11		0.1455
14.12		0.14552
14.13		0.14552
14.14		0.14554
14.15		0.14556
14.16		0.14558
14.17		0.1456
14.18		0.14562
14.19		0.14564
14.2		0.14566
14.21		0.14568
14.22		0.14572
14.23		0.14574
14.24		0.14578
14.25		0.1458
14.26		0.14584
14.27		0.14588
14.28		0.1459
14.29		0.14594
14.3		0.14598
14.31		0.14602
14.32		0.14608
14.33		0.14614
14.34		0.1462
14.35		0.14628
14.36		0.14636
14.37		0.14634
14.38		0.14634
14.39		0.14636
14.4		0.14636
14.41		0.14638
14.42		0.14638
14.43		0.1464
14.44		0.14642
14.45		0.14644
14.46		0.14646
14.47		0.14648
14.48		0.1465
14.49		0.14652
14.5		0.14656
14.51		0.14658
14.52		0.1466
14.53		0.14664
14.54		0.14666
14.55		0.1467
14.56		0.14674
14.57		0.14678
14.58		0.1468
14.59		0.14684
14.6		0.14688
14.61		0.14692
14.62		0.14696
14.63		0.14702
14.64		0.14704
14.65		0.14708
14.66		0.14714
14.67		0.14718
14.68		0.14724
14.69		0.14728
14.7		0.14732
14.71		0.14738
14.72		0.14744
14.73		0.14748
14.74		0.14754
14.75		0.14758
14.76		0.14766
14.77		0.14772
14.78		0.14776
14.79		0.14782
14.8		0.14788
14.81		0.14794
14.82		0.14802
14.83		0.14808
14.84		0.14814
14.85		0.1482
14.86		0.14828
14.87		0.14834
14.88		0.1484
14.89		0.14848
14.9		0.14854
14.91		0.14862
14.92		0.1487
14.93		0.14878
14.94		0.14886
14.95		0.14894
14.96		0.14902
14.97		0.1491
14.98		0.14916
14.99		0.14924
15		0.14934
15.01		0.14942
15.02		0.1495
15.03		0.1496
15.04		0.14966
15.05		0.14976
15.06		0.14986
15.07		0.14994
15.08		0.15004
15.09		0.15014
15.1		0.15022
15.11		0.15032
15.12		0.15042
15.13		0.15052
15.14		0.1506
15.15		0.15072
15.16		0.15082
15.17		0.15092
15.18		0.15102
15.19		0.15112
15.2		0.15124
15.21		0.15136
15.22		0.15146
15.23		0.15158
15.24		0.15168
15.25		0.1518
15.26		0.1519
15.27		0.15202
15.28		0.15216
15.29		0.15226
15.3		0.15238
15.31		0.1525
15.32		0.15262
15.33		0.15274
15.34		0.15288
15.35		0.15302
15.36		0.15312
15.37		0.15326
15.38		0.1534
15.39		0.15354
15.4		0.15366
15.41		0.1538
15.42		0.15394
15.43		0.15408
15.44		0.15422
15.45		0.15436
15.46		0.1545
15.47		0.15466
15.48		0.1548
15.49		0.15494
15.5		0.15508
15.51		0.15524
15.52		0.1554
15.53		0.15554
15.54		0.1557
15.55		0.15584
15.56		0.15602
15.57		0.15618
15.58		0.15632
15.59		0.15648
15.6		0.15666
15.61		0.15682
15.62		0.15698
15.63		0.15716
15.64		0.15732
15.65		0.1575
15.66		0.15766
15.67		0.15784
15.68		0.15802
15.69		0.15818
15.7		0.15836
15.71		0.15854
15.72		0.15874
15.73		0.1589
15.74		0.1591
15.75		0.15928
15.76		0.15948
15.77		0.15964
15.78		0.15984
15.79		0.16004
15.8		0.16022
15.81		0.16042
15.82		0.16062
15.83		0.16082
15.84		0.161
15.85		0.1612
15.86		0.1614
15.87		0.1616
15.88		0.1618
15.89		0.162
15.9		0.1622
15.91		0.1624
15.92		0.16262
15.93		0.16284
15.94		0.16304
15.95		0.16324
15.96		0.16346
15.97		0.16368
15.98		0.16388
15.99		0.1641
16		0.1643
16.01		0.16452
16.02		0.16472
16.03		0.16496
16.04		0.16518
16.05		0.1654
16.06		0.16562
16.07		0.16584
16.08		0.16606
16.09		0.16628
16.1		0.1665
16.11		0.16672
16.12		0.16694
16.13		0.16718
16.14		0.1674
16.15		0.16762
16.16		0.16784
16.17		0.16806
16.18		0.16828
16.19		0.16854
16.2		0.16876
16.21		0.16898
16.22		0.16922
16.23		0.16944
16.24		0.16966
16.25		0.1699
16.26		0.17014
16.27		0.17036
16.28		0.1706
16.29		0.17084
16.3		0.17106
16.31		0.1713
16.32		0.17152
16.33		0.17178
16.34		0.172
16.35		0.17222
16.36		0.17246
16.37		0.1727
16.38		0.17294
16.39		0.17316
16.4		0.1734
16.41		0.17364
16.42		0.17386
16.43		0.1741
16.44		0.17436
16.45		0.17458
16.46		0.17482
16.47		0.17506
16.48		0.17528
16.49		0.17552
16.5		0.17576
16.51		0.176
16.52		0.17622
16.53		0.17646
16.54		0.17672
16.55		0.17694
16.56		0.17716
16.57		0.17742
16.58		0.17766
16.59		0.17788
16.6		0.17812
16.61		0.17836
16.62		0.17858
16.63		0.17882
16.64		0.17906
16.65		0.1793
16.66		0.17952
16.67		0.17976
16.68		0.18
16.69		0.18024
16.7		0.18046
16.71		0.18068
16.72		0.18094
16.73		0.18116
16.74		0.18138
16.75		0.18164
16.76		0.18186
16.77		0.1821
16.78		0.18232
16.79		0.18254
16.8		0.18278
16.81		0.18302
16.82		0.18324
16.83		0.18346
16.84		0.1837
16.85		0.18392
16.86		0.18416
16.87		0.18438
16.88		0.1846
16.89		0.18484
16.9		0.18506
16.91		0.18528
16.92		0.18552
16.93		0.18574
16.94		0.18596
16.95		0.18618
16.96		0.1864
16.97		0.18664
16.98		0.18686
16.99		0.18708
17		0.1873
17.01		0.18752
17.02		0.18774
17.03		0.18796
17.04		0.18818
17.05		0.1884
17.06		0.18862
17.07		0.18884
17.08		0.18906
17.09		0.18928
17.1		0.1895
17.11		0.1897
17.12		0.18992
17.13		0.19014
17.14		0.19036
17.15		0.19056
17.16		0.19078
17.17		0.19098
17.18		0.1912
17.19		0.19142
17.2		0.19162
17.21		0.19184
17.22		0.19204
17.23		0.19226
17.24		0.19246
17.25		0.19268
17.26		0.19288
17.27		0.19308
17.28		0.19328
17.29		0.1935
17.3		0.1937
17.31		0.19392
17.32		0.19412
17.33		0.19432
17.34		0.1945
17.35		0.1947
17.36		0.19492
17.37		0.19512
17.38		0.19532
17.39		0.1955
17.4		0.1957
17.41		0.19592
17.42		0.19612
17.43		0.19632
17.44		0.1965
17.45		0.1967
17.46		0.1969
17.47		0.19708
17.48		0.19728
17.49		0.19748
17.5		0.19766
17.51		0.19784
17.52		0.19804
17.53		0.19824
17.54		0.19842
17.55		0.19862
17.56		0.1988
17.57		0.19898
17.58		0.19918
17.59		0.19936
17.6		0.19954
17.61		0.19972
17.62		0.19992
17.63		0.2001
17.64		0.20028
17.65		0.20046
17.66		0.20064
17.67		0.20082
17.68		0.201
17.69		0.20116
17.7		0.20136
17.71		0.20152
17.72		0.20172
17.73		0.20188
17.74		0.20206
17.75		0.20224
17.76		0.20242
17.77		0.2026
17.78		0.20276
17.79		0.20294
17.8		0.2031
17.81		0.20328
17.82		0.20344
17.83		0.20362
17.84		0.20378
17.85		0.20394
17.86		0.20412
17.87		0.20428
17.88		0.20446
17.89		0.2046
17.9		0.20478
17.91		0.20494
17.92		0.2051
17.93		0.20528
17.94		0.20544
17.95		0.2056
17.96		0.20574
17.97		0.20592
17.98		0.20608
17.99		0.20624
18		0.2064
18.01		0.20654
18.02		0.2067
18.03		0.20686
18.04		0.20702
18.05		0.20716
18.06		0.20732
18.07		0.20746
18.08		0.20762
18.09		0.20778
18.1		0.20792
18.11		0.20808
18.12		0.20822
18.13		0.20838
18.14		0.20852
18.15		0.20868
18.16		0.20882
18.17		0.20896
18.18		0.20912
18.19		0.20926
18.2		0.2094
18.21		0.20954
18.22		0.20968
18.23		0.20982
18.24		0.20996
18.25		0.2101
18.26		0.21024
18.27		0.21038
18.28		0.21052
18.29		0.21066
18.3		0.2108
18.31		0.21094
18.32		0.21106
18.33		0.2112
18.34		0.21134
18.35		0.21148
18.36		0.2116
18.37		0.21174
18.38		0.21188
18.39		0.212
18.4		0.21214
18.41		0.21226
18.42		0.2124
18.43		0.21252
18.44		0.21264
18.45		0.21276
18.46		0.2129
18.47		0.21302
18.48		0.21316
18.49		0.21328
18.5		0.2134
18.51		0.21352
18.52		0.21364
18.53		0.21376
18.54		0.2139
